RunNumber,Turbine,m,YawBrMyp,YawBrMzp
628,1,10,3240,3525
628,2,8,2442,2795
628,2,9,2589,2971
628,2,10,2724,3134
629,1,8,4533,4773
629,1,9,4816,5062
629,1,10,5074,5330
629,2,8,4087,4351
629,2,9,4331,4610
629,2,10,4556,4848
630,1,8,1801,1701
630,1,9,1916,1821
630,1,10,2021,1930
630,2,8,1567,1411
630,2,9,1672,1506
630,2,10,1768,1593
631,1,8,4730,4960
631,1,9,5056,5314
631,1,10,5352,5631
631,2,8,4599,5060
631,2,9,4913,5425
631,2,10,5199,5752
632,1,8,4941,4666
632,1,9,5247,4915
632,1,10,5539,5146
632,2,8,4298,3980
632,2,9,4568,4198
632,2,10,4823,4400
633,1,8,5111,4557
633,1,9,5482,4839
633,1,10,5815,5098
633,2,8,4832,4423
633,2,9,5164,4677
633,2,10,5464,4911
634,1,8,2393,2490
634,1,9,2506,2651
634,1,10,2609,2798
634,2,8,2110,2219
634,2,9,2212,2376
634,2,10,2305,2519
635,1,8,4494,4392
635,1,9,4795,4669
635,1,10,5071,4923
635,2,8,4286,4213
635,2,9,4560,4461
635,2,10,4812,4688
636,1,8,3022,3037
636,1,9,3198,3196
636,1,10,3362,3346
636,2,8,2672,2639
636,2,9,2819,2780
636,2,10,2956,2913
637,1,8,3755,3859
637,1,9,3968,4087
637,1,10,4161,4296
637,2,8,3444,3470
637,2,9,3644,3661
637,2,10,3825,3836
638,1,8,1543,1616
638,1,9,1609,1707
638,1,10,1670,1790
638,2,8,1312,1334
638,2,9,1368,1405
638,2,10,1420,1470
639,1,8,5526,5257
639,1,9,5884,5560
639,1,10,6206,5836
639,2,8,5353,5117
639,2,9,5703,5413
639,2,10,6018,5683
640,1,8,2739,2573
640,1,9,2904,2704
640,1,10,3056,2824
640,2,8,2520,2392
640,2,9,2660,2513
640,2,10,2787,2624
641,1,8,4072,3809
641,1,9,4359,4044
641,1,10,4618,4258
641,2,8,4168,3817
641,2,9,4480,4037
641,2,10,4761,4236
642,1,8,3188,3282
642,1,9,3374,3478
642,1,10,3544,3662
642,2,8,2668,2723
642,2,9,2818,2889
642,2,10,2955,3047
643,1,8,3827,4287
643,1,9,4059,4612
643,1,10,4268,4904
643,2,8,3977,4410
643,2,9,4229,4741
643,2,10,4454,5036
644,1,8,3463,3897
644,1,9,3630,4124
644,1,10,3783,4335
644,2,8,3030,3449
644,2,9,3175,3639
644,2,10,3307,3813
645,1,8,3586,3881
645,1,9,3826,4187
645,1,10,4046,4462
645,2,8,3161,3163
645,2,9,3377,3401
645,2,10,3574,3616
646,1,8,1906,1901
646,1,9,2039,2045
646,1,10,2164,2179
646,2,8,1717,1637
646,2,9,1835,1753
646,2,10,1945,1861
647,1,8,5122,5046
647,1,9,5483,5373
647,1,10,5808,5674
647,2,8,4915,4847
647,2,9,5257,5160
647,2,10,5566,5449
648,1,8,4109,4373
648,1,9,4304,4594
648,1,10,4486,4800
648,2,8,3879,4004
648,2,9,4082,4200
648,2,10,4273,4382
649,1,8,4404,4669
649,1,9,4679,4985
649,1,10,4925,5276
649,2,8,4195,4446
649,2,9,4456,4744
649,2,10,4690,5020
650,1,8,2573,2304
650,1,9,2743,2426
650,1,10,2899,2539
650,2,8,2148,1915
650,2,9,2294,2013
650,2,10,2426,2104
651,1,8,5014,5157
651,1,9,5378,5451
651,1,10,5712,5720
651,2,8,4586,4864
651,2,9,4908,5141
651,2,10,5203,5392
652,1,8,3071,3444
652,1,9,3228,3620
652,1,10,3371,3781
652,2,8,2593,2888
652,2,9,2720,3033
652,2,10,2834,3167
653,1,8,4582,5086
653,1,9,4769,5382
653,1,10,4941,5655
653,2,8,4321,4860
653,2,9,4501,5133
653,2,10,4666,5387
654,1,8,2087,2455
654,1,9,2179,2620
654,1,10,2262,2773
654,2,8,1974,2326
654,2,9,2063,2486
654,2,10,2144,2634
655,1,8,5054,5186
655,1,9,5352,5480
655,1,10,5622,5744
655,2,8,5094,5187
655,2,9,5394,5480
655,2,10,5666,5742
656,1,8,2739,2888
656,1,9,2894,3038
656,1,10,3039,3180
656,2,8,2389,2531
656,2,9,2503,2652
656,2,10,2611,2764
657,1,8,4588,4398
657,1,9,4862,4656
657,1,10,5109,4889
657,2,8,4366,4193
657,2,9,4623,4428
657,2,10,4857,4642
658,1,8,2089,1920
658,1,9,2231,2065
658,1,10,2363,2201
658,2,8,1906,1650
658,2,9,2039,1762
658,2,10,2163,1869
659,1,8,5815,6084
659,1,9,6166,6479
659,1,10,6479,6832
659,2,8,5308,5504
659,2,9,5631,5859
659,2,10,5919,6176
660,1,8,3965,4105
660,1,9,4236,4386
660,1,10,4485,4645
660,2,8,3490,3375
660,2,9,3731,3580
660,2,10,3953,3770
661,1,8,4278,4037
661,1,9,4542,4256
661,1,10,4780,4458
661,2,8,3958,3898
661,2,9,4205,4147
661,2,10,4431,4376
662,1,8,2259,2091
662,1,9,2432,2226
662,1,10,2593,2352
662,2,8,2108,2037
662,2,9,2263,2168
662,2,10,2409,2288
663,1,8,5094,5423
663,1,9,5383,5790
663,1,10,5641,6121
663,2,8,4854,5151
663,2,9,5132,5494
663,2,10,5380,5803
664,1,8,4112,3568
664,1,9,4439,3779
664,1,10,4735,3975
664,2,8,3529,3088
664,2,9,3813,3267
664,2,10,4071,3433
665,1,8,4706,4498
665,1,9,5028,4753
665,1,10,5326,4984
665,2,8,4618,4289
665,2,9,4940,4525
665,2,10,5236,4741
666,1,8,2243,2505
666,1,9,2370,2644
666,1,10,2488,2774
666,2,8,1941,2212
666,2,9,2040,2344
666,2,10,2132,2466
667,1,8,4866,4402
667,1,9,5172,4654
667,1,10,5447,4886
667,2,8,4882,4329
667,2,9,5210,4600
667,2,10,5501,4847
668,1,8,2680,3110
668,1,9,2833,3280
668,1,10,2974,3437
668,2,8,2292,2719
668,2,9,2415,2866
668,2,10,2530,3003
669,1,8,4768,4539
669,1,9,5022,4776
669,1,10,5256,4994
669,2,8,4409,4262
669,2,9,4641,4518
669,2,10,4855,4760
670,1,8,1134,1109
670,1,9,1188,1174
670,1,10,1240,1235
670,2,8,1025,1026
670,2,9,1074,1087
670,2,10,1122,1144
671,1,8,5941,6489
671,1,9,6298,6884
671,1,10,6625,7241
671,2,8,5459,5825
671,2,9,5793,6171
671,2,10,6098,6484
672,1,8,3791,3933
672,1,9,4005,4177
672,1,10,4201,4404
672,2,8,3443,3497
672,2,9,3634,3725
672,2,10,3809,3938
673,1,8,4239,4505
673,1,9,4481,4760
673,1,10,4701,4991
673,2,8,4803,4434
673,2,9,5123,4663
673,2,10,5417,4871
674,1,8,3451,3868
674,1,9,3631,4078
674,1,10,3804,4272
674,2,8,3322,3732
674,2,9,3482,3923
674,2,10,3632,4101
675,1,8,5242,5153
675,1,9,5575,5471
675,1,10,5875,5759
675,2,8,4924,4945
675,2,9,5236,5250
675,2,10,5515,5525
676,1,8,3235,3600
676,1,9,3433,3786
676,1,10,3617,3960
676,2,8,2982,3129
676,2,9,3168,3293
676,2,10,3339,3448
677,1,8,3673,3644
677,1,9,3871,3847
677,1,10,4052,4033
677,2,8,3454,3189
677,2,9,3646,3361
677,2,10,3822,3518
678,1,8,1940,2361
678,1,9,2041,2519
678,1,10,2135,2665
678,2,8,1917,2327
678,2,9,2019,2488
678,2,10,2116,2639
679,1,8,5464,5230
679,1,9,5794,5518
679,1,10,6091,5782
679,2,8,5144,5071
679,2,9,5429,5349
679,2,10,5684,5603
680,1,8,4348,5317
680,1,9,4590,5671
680,1,10,4812,5998
680,2,8,3872,4576
680,2,9,4078,4867
680,2,10,4267,5137
681,1,8,5820,7028
681,1,9,6171,7513
681,1,10,6490,7964
681,2,8,5201,5927
681,2,9,5484,6266
681,2,10,5738,6578
682,1,8,2323,2671
682,1,9,2443,2828
682,1,10,2556,2976
682,2,8,2006,2308
682,2,9,2110,2452
682,2,10,2208,2587
683,1,8,4359,4442
683,1,9,4623,4720
683,1,10,4859,4975
683,2,8,4512,4647
683,2,9,4792,4937
683,2,10,5042,5205
684,1,8,2801,2833
684,1,9,2937,3026
684,1,10,3060,3207
684,2,8,2392,2396
684,2,9,2512,2556
684,2,10,2620,2704
685,1,8,4298,4233
685,1,9,4563,4493
685,1,10,4805,4731
685,2,8,4157,3915
685,2,9,4411,4157
685,2,10,4642,4381
686,1,8,1803,2000
686,1,9,1886,2108
686,1,10,1964,2209
686,2,8,1647,1745
686,2,9,1726,1838
686,2,10,1800,1924
687,1,8,6639,6918
687,1,9,7072,7353
687,1,10,7460,7747
687,2,8,6373,6641
687,2,9,6792,7062
687,2,10,7167,7443
688,1,8,2976,3218
688,1,9,3156,3427
688,1,10,3322,3618
688,2,8,2663,2823
688,2,9,2825,3012
688,2,10,2976,3187
689,1,8,4178,4467
689,1,9,4488,4769
689,1,10,4772,5047
689,2,8,4271,4683
689,2,9,4535,4989
689,2,10,4775,5269
690,1,8,3002,2873
690,1,9,3169,3013
690,1,10,3323,3144
690,2,8,2967,2880
690,2,9,3140,3036
690,2,10,3299,3183
691,1,8,5117,5192
691,1,9,5435,5535
691,1,10,5722,5845
691,2,8,4777,4805
691,2,9,5073,5123
691,2,10,5339,5411
692,1,8,3613,3235
692,1,9,3843,3399
692,1,10,4049,3553
692,2,8,3109,2865
692,2,9,3304,3006
692,2,10,3481,3136
693,1,8,3666,4259
693,1,9,3893,4579
693,1,10,4104,4870
693,2,8,3482,3834
693,2,9,3695,4090
693,2,10,3893,4325
694,1,8,1386,1381
694,1,9,1465,1453
694,1,10,1539,1518
694,2,8,1254,1222
694,2,9,1329,1285
694,2,10,1399,1341
695,1,8,5363,5208
695,1,9,5689,5494
695,1,10,5990,5756
695,2,8,5341,5368
695,2,9,5700,5665
695,2,10,6033,5935
696,1,8,3082,3398
696,1,9,3247,3609
696,1,10,3401,3802
696,2,8,2819,3031
696,2,9,2960,3205
696,2,10,3092,3364
697,1,8,4020,3921
697,1,9,4277,4139
697,1,10,4507,4339
697,2,8,3862,3744
697,2,9,4097,3954
697,2,10,4312,4146
698,1,8,2119,2262
698,1,9,2235,2406
698,1,10,2342,2542
698,2,8,1770,1897
698,2,9,1864,2023
698,2,10,1952,2142
699,1,8,4881,5359
699,1,9,5190,5717
699,1,10,5475,6039
699,2,8,4521,4985
699,2,9,4800,5315
699,2,10,5056,5610
700,1,8,3005,3603
700,1,9,3158,3843
700,1,10,3301,4066
700,2,8,2576,3031
700,2,9,2699,3245
700,2,10,2812,3445
701,1,8,4230,4404
701,1,9,4488,4694
701,1,10,4726,4964
701,2,8,3778,3915
701,2,9,3998,4163
701,2,10,4200,4393
702,1,8,1808,1591
702,1,9,1926,1683
702,1,10,2035,1770
702,2,8,1601,1314
702,2,9,1710,1385
702,2,10,1810,1452
703,1,8,4441,5122
703,1,9,4662,5430
703,1,10,4861,5707
703,2,8,4523,5074
703,2,9,4762,5394
703,2,10,4978,5685
704,1,8,4154,4479
704,1,9,4421,4711
704,1,10,4666,4922
704,2,8,3557,3836
704,2,9,3779,4043
704,2,10,3982,4234
705,1,8,5506,5524
705,1,9,5840,5851
705,1,10,6139,6151
705,2,8,4976,5115
705,2,9,5256,5431
705,2,10,5508,5719
706,1,8,2998,3194
706,1,9,3168,3382
706,1,10,3328,3559
706,2,8,2535,2654
706,2,9,2675,2798
706,2,10,2809,2931
707,1,8,3513,3931
707,1,9,3721,4183
707,1,10,3912,4409
707,2,8,3067,3421
707,2,9,3248,3639
707,2,10,3413,3835
708,1,8,3189,3184
708,1,9,3383,3368
708,1,10,3564,3536
708,2,8,2755,2677
708,2,9,2926,2821
708,2,10,3085,2950
709,1,8,5267,5818
709,1,9,5541,6231
709,1,10,5791,6616
709,2,8,4564,4893
709,2,9,4809,5212
709,2,10,5033,5510
710,1,8,2827,2801
710,1,9,2988,2946
710,1,10,3137,3083
710,2,8,2686,2755
710,2,9,2826,2896
710,2,10,2954,3026
711,1,8,5229,5888
711,1,9,5540,6303
711,1,10,5825,6675
711,2,8,5054,5647
711,2,9,5350,6039
711,2,10,5622,6392
712,1,8,4044,3722
712,1,9,4345,3944
712,1,10,4621,4150
712,2,8,3731,3235
712,2,9,3996,3411
712,2,10,4235,3573
713,1,8,5063,4403
713,1,9,5394,4608
713,1,10,5692,4793
713,2,8,4837,4208
713,2,9,5142,4411
713,2,10,5419,4596
714,1,8,2414,2603
714,1,9,2552,2775
714,1,10,2679,2935
714,2,8,2096,2157
714,2,9,2218,2290
714,2,10,2330,2415
715,1,8,4295,4358
715,1,9,4567,4636
715,1,10,4813,4887
715,2,8,4223,4251
715,2,9,4495,4514
715,2,10,4741,4751
716,1,8,3552,3117
716,1,9,3831,3299
716,1,10,4084,3470
716,2,8,2882,2672
716,2,9,3091,2843
716,2,10,3282,3004
717,1,8,3633,3912
717,1,9,3836,4154
717,1,10,4023,4373
717,2,8,3411,3626
717,2,9,3592,3842
717,2,10,3759,4039
718,1,8,1931,2101
718,1,9,2025,2235
718,1,10,2111,2360
718,2,8,1908,2062
718,2,9,2005,2194
718,2,10,2092,2318
719,1,8,5312,5183
719,1,9,5606,5464
719,1,10,5872,5724
719,2,8,5312,5177
719,2,9,5603,5464
719,2,10,5864,5728
720,1,8,4040,4050
720,1,9,4326,4254
720,1,10,4592,4441
720,2,8,3435,3603
720,2,9,3676,3797
720,2,10,3903,3975
721,1,8,5393,5132
721,1,9,5782,5479
721,1,10,6135,5799
721,2,8,5097,5039
721,2,9,5426,5355
721,2,10,5725,5647
722,1,8,2149,2355
722,1,9,2272,2516
722,1,10,2385,2663
722,2,8,1890,2006
722,2,9,2004,2149
722,2,10,2108,2279
723,1,8,4865,5042
723,1,9,5176,5361
723,1,10,5460,5649
723,2,8,4815,4872
723,2,9,5137,5184
723,2,10,5429,5464
724,1,8,2793,2855
724,1,9,2932,3000
724,1,10,3057,3133
724,2,8,2451,2402
724,2,9,2583,2518
724,2,10,2703,2625
725,1,8,3863,4219
725,1,9,4100,4478
725,1,10,4314,4720
725,2,8,3507,3540
725,2,9,3718,3710
725,2,10,3911,3866
726,1,8,1951,1971
726,1,9,2064,2083
726,1,10,2169,2189
726,2,8,1661,1613
726,2,9,1757,1697
726,2,10,1846,1775
727,1,8,5395,5032
727,1,9,5741,5329
727,1,10,6050,5605
727,2,8,5027,4789
727,2,9,5351,5082
727,2,10,5641,5355
728,1,8,4104,3875
728,1,9,4341,4076
728,1,10,4558,4263
728,2,8,3462,3410
728,2,9,3648,3594
728,2,10,3820,3765
729,1,8,5111,5182
729,1,9,5411,5509
729,1,10,5682,5811
729,2,8,4808,4911
729,2,9,5077,5246
729,2,10,5321,5554
730,1,8,2268,2531
730,1,9,2403,2713
730,1,10,2527,2879
730,2,8,1933,2127
730,2,9,2043,2281
730,2,10,2144,2422
731,1,8,5301,4932
731,1,9,5699,5273
731,1,10,6059,5580
731,2,8,4980,4705
731,2,9,5334,5025
731,2,10,5656,5317
732,1,8,3339,3454
732,1,9,3546,3686
732,1,10,3739,3898
732,2,8,2909,2855
732,2,9,3089,3045
732,2,10,3256,3220
733,1,8,4052,4114
733,1,9,4301,4355
733,1,10,4528,4575
733,2,8,3799,3906
733,2,9,4040,4143
733,2,10,4260,4357
734,1,8,1841,1665
734,1,9,1937,1758
734,1,10,2027,1847
734,2,8,1701,1583
734,2,9,1781,1671
734,2,10,1856,1756
735,1,8,5648,5657
735,1,9,6041,6025
735,1,10,6397,6359
735,2,8,5636,5529
735,2,9,6031,5880
735,2,10,6386,6198
736,1,8,3183,3324
736,1,9,3344,3496
736,1,10,3493,3658
736,2,8,2767,2906
736,2,9,2899,3040
736,2,10,3021,3163
737,1,8,5017,5395
737,1,9,5330,5758
737,1,10,5614,6085
737,2,8,4687,4920
737,2,9,4994,5254
737,2,10,5276,5555
738,1,8,2737,2851
738,1,9,2883,2994
738,1,10,3018,3128
738,2,8,2400,2458
738,2,9,2533,2580
738,2,10,2657,2693
739,1,8,4246,4783
739,1,9,4491,5081
739,1,10,4713,5351
739,2,8,4005,4545
739,2,9,4232,4833
739,2,10,4439,5093
740,1,8,4188,3977
740,1,9,4429,4183
740,1,10,4645,4375
740,2,8,3420,3199
740,2,9,3611,3334
740,2,10,3783,3457
741,1,8,3768,4038
741,1,9,3969,4272
741,1,10,4154,4485
741,2,8,3766,3641
741,2,9,4050,3853
741,2,10,4311,4048
742,1,8,1518,1668
742,1,9,1591,1761
742,1,10,1658,1848
742,2,8,1376,1460
742,2,9,1448,1540
742,2,10,1515,1614
743,1,8,5341,5383
743,1,9,5693,5700
743,1,10,6016,5983
743,2,8,5127,5150
743,2,9,5464,5456
743,2,10,5772,5729
744,1,8,4062,3906
744,1,9,4308,4139
744,1,10,4532,4353
744,2,8,3735,3396
744,2,9,3983,3602
744,2,10,4209,3790
745,1,8,5023,5488
745,1,9,5322,5810
745,1,10,5597,6103
745,2,8,4630,4928
745,2,9,4899,5226
745,2,10,5144,5498
746,1,8,2747,2887
746,1,9,2906,3070
746,1,10,3054,3241
746,2,8,2739,2837
746,2,9,2914,3027
746,2,10,3074,3203
747,1,8,5289,5030
747,1,9,5649,5358
747,1,10,5973,5657
747,2,8,5212,4773
747,2,9,5573,5065
747,2,10,5895,5333
748,1,8,2513,2366
748,1,9,2639,2483
748,1,10,2755,2592
748,2,8,2241,2163
748,2,9,2356,2279
748,2,10,2463,2386
749,1,8,3892,4359
749,1,9,4096,4602
749,1,10,4286,4825
749,2,8,3728,4098
749,2,9,3940,4325
749,2,10,4138,4532
750,1,8,1382,1649
750,1,9,1452,1762
750,1,10,1517,1865
750,2,8,1196,1426
750,2,9,1254,1525
750,2,10,1309,1616
751,1,8,6222,5598
751,1,9,6722,5926
751,1,10,7171,6219
751,2,8,6126,5449
751,2,9,6617,5765
751,2,10,7058,6048
752,1,8,3530,3987
752,1,9,3727,4269
752,1,10,3912,4528
752,2,8,3068,3406
752,2,9,3249,3639
752,2,10,3420,3853
753,1,8,5471,5109
753,1,9,5922,5402
753,1,10,6328,5666
753,2,8,5117,4680
753,2,9,5536,4967
753,2,10,5913,5229
754,1,8,2517,2320
754,1,9,2665,2438
754,1,10,2801,2548
754,2,8,2288,2120
754,2,9,2424,2236
754,2,10,2549,2346
755,1,8,5612,5665
755,1,9,6004,6017
755,1,10,6360,6334
755,2,8,5420,5408
755,2,9,5817,5749
755,2,10,6179,6054
756,1,8,3717,3398
756,1,9,3974,3604
756,1,10,4206,3791
756,2,8,3161,2841
756,2,9,3389,3016
756,2,10,3595,3175
757,1,8,4917,4333
757,1,9,5237,4556
757,1,10,5526,4759
757,2,8,4259,4003
757,2,9,4529,4237
757,2,10,4771,4452
758,1,8,1832,1941
758,1,9,1936,2057
758,1,10,2034,2167
758,2,8,1561,1617
758,2,9,1651,1712
758,2,10,1736,1801
759,1,8,5282,5515
759,1,9,5623,5898
759,1,10,5928,6242
759,2,8,5061,5212
759,2,9,5393,5575
759,2,10,5690,5900
760,1,8,4390,4360
760,1,9,4655,4639
760,1,10,4897,4899
760,2,8,3944,3676
760,2,9,4202,3898
760,2,10,4440,4107
761,1,8,5040,5455
761,1,9,5325,5794
761,1,10,5582,6103
761,2,8,4977,5138
761,2,9,5300,5436
761,2,10,5599,5705
762,1,8,2366,2509
762,1,9,2467,2646
762,1,10,2559,2773
762,2,8,2032,2064
762,2,9,2119,2173
762,2,10,2198,2274
763,1,8,5691,5831
763,1,9,6085,6164
763,1,10,6443,6468
763,2,8,5154,5279
763,2,9,5492,5568
763,2,10,5797,5831
764,1,8,2981,2974
764,1,9,3195,3157
764,1,10,3393,3326
764,2,8,2493,2493
764,2,9,2657,2635
764,2,10,2810,2769
765,1,8,5005,4988
765,1,9,5313,5313
765,1,10,5593,5615
765,2,8,4734,4392
765,2,9,5050,4654
765,2,10,5337,4897
766,1,8,1799,2006
766,1,9,1892,2117
766,1,10,1978,2220
766,2,8,1604,1742
766,2,9,1689,1832
766,2,10,1767,1914
767,1,8,6397,6110
767,1,9,6826,6476
767,1,10,7212,6809
767,2,8,6050,5772
767,2,9,6453,6116
767,2,10,6814,6429
768,1,8,3449,3396
768,1,9,3681,3577
768,1,10,3897,3745
768,2,8,3037,2918
768,2,9,3242,3080
768,2,10,3433,3229
769,1,8,4714,4862
769,1,9,5040,5187
769,1,10,5338,5484
769,2,8,5104,4697
769,2,9,5465,4975
769,2,10,5795,5234
770,1,8,2809,2838
770,1,9,3008,3008
770,1,10,3190,3165
770,2,8,2407,2470
770,2,9,2573,2619
770,2,10,2728,2756
771,1,8,5122,4772
771,1,9,5457,5042
771,1,10,5759,5291
771,2,8,4737,4435
771,2,9,5050,4691
771,2,10,5333,4925
772,1,8,3194,3342
772,1,9,3360,3542
772,1,10,3515,3730
772,2,8,2721,2896
772,2,9,2858,3070
772,2,10,2984,3233
773,1,8,4583,4697
773,1,9,4894,4966
773,1,10,5177,5211
773,2,8,4278,4265
773,2,9,4569,4522
773,2,10,4830,4758
774,1,8,2605,2706
774,1,9,2770,2839
774,1,10,2923,2960
774,2,8,2499,2564
774,2,9,2658,2692
774,2,10,2806,2810
775,1,8,5758,6109
775,1,9,6111,6503
775,1,10,6430,6857
775,2,8,5315,5532
775,2,9,5644,5881
775,2,10,5942,6195
776,1,8,4360,4299
776,1,9,4653,4571
776,1,10,4920,4821
776,2,8,3747,3615
776,2,9,4000,3837
776,2,10,4229,4040
777,1,8,4792,5216
777,1,9,5076,5544
777,1,10,5334,5848
777,2,8,4695,4955
777,2,9,4995,5264
777,2,10,5271,5552
778,1,8,2246,2137
778,1,9,2373,2237
778,1,10,2492,2330
778,2,8,1983,1895
778,2,9,2095,1985
778,2,10,2199,2068
779,1,8,4432,4084
779,1,9,4748,4300
779,1,10,5039,4496
779,2,8,4391,4045
779,2,9,4727,4265
779,2,10,5036,4466
780,1,8,2195,2167
780,1,9,2335,2268
780,1,10,2468,2361
780,2,8,1963,2007
780,2,9,2080,2116
780,2,10,2192,2216
781,1,8,4422,4255
781,1,9,4704,4443
781,1,10,4962,4617
781,2,8,3979,3990
781,2,9,4214,4164
781,2,10,4431,4326
782,1,8,1682,1588
782,1,9,1775,1689
782,1,10,1861,1782
782,2,8,1502,1441
782,2,9,1583,1543
782,2,10,1658,1636
783,1,8,5856,5885
783,1,9,6239,6255
783,1,10,6582,6587
783,2,8,5649,5676
783,2,9,6021,6046
783,2,10,6353,6379
784,1,8,4210,4197
784,1,9,4486,4446
784,1,10,4743,4676
784,2,8,3479,3558
784,2,9,3679,3780
784,2,10,3864,3982
785,1,8,5004,4585
785,1,9,5383,4871
785,1,10,5729,5132
785,2,8,4738,4475
785,2,9,5051,4751
785,2,10,5337,5004
786,1,8,3097,3198
786,1,9,3262,3364
786,1,10,3415,3522
786,2,8,2698,2706
786,2,9,2842,2846
786,2,10,2975,2979
787,1,8,5527,4998
787,1,9,5929,5327
787,1,10,6295,5629
787,2,8,5244,4690
787,2,9,5627,4988
787,2,10,5976,5262
788,1,8,3735,4152
788,1,9,3934,4424
788,1,10,4116,4672
788,2,8,3201,3367
788,2,9,3383,3585
788,2,10,3550,3783
789,1,8,3350,3432
789,1,9,3548,3642
789,1,10,3732,3834
789,2,8,3111,3408
789,2,9,3279,3636
789,2,10,3433,3848
790,1,8,1921,2046
790,1,9,2010,2156
790,1,10,2093,2256
790,2,8,1686,1749
790,2,9,1767,1845
790,2,10,1845,1932
791,1,8,5978,6144
791,1,9,6415,6568
791,1,10,6809,6950
791,2,8,5454,5769
791,2,9,5835,6175
791,2,10,6179,6542
792,1,8,4668,4754
792,1,9,4986,4995
792,1,10,5277,5219
792,2,8,3888,4160
792,2,9,4151,4389
792,2,10,4394,4602
793,1,8,4912,4178
793,1,9,5262,4412
793,1,10,5578,4633
793,2,8,5127,4252
793,2,9,5533,4519
793,2,10,5898,4768
794,1,8,2312,2483
794,1,9,2457,2627
794,1,10,2592,2758
794,2,8,1991,2093
794,2,9,2115,2214
794,2,10,2231,2323
795,1,8,4749,4517
795,1,9,5071,4822
795,1,10,5371,5105
795,2,8,4779,4305
795,2,9,5105,4578
795,2,10,5404,4832
796,1,8,3466,3834
796,1,9,3667,4070
796,1,10,3853,4287
796,2,8,3408,3883
796,2,9,3610,4141
796,2,10,3797,4380
797,1,8,4741,4734
797,1,9,5029,4987
797,1,10,5293,5217
797,2,8,4306,4487
797,2,9,4551,4719
797,2,10,4775,4929
798,1,8,2067,2271
798,1,9,2183,2447
798,1,10,2291,2610
798,2,8,1827,2019
798,2,9,1930,2178
798,2,10,2027,2325
799,1,8,5198,5412
799,1,9,5526,5765
799,1,10,5820,6083
799,2,8,5090,5412
799,2,9,5405,5778
799,2,10,5687,6109
800,1,8,3956,4020
800,1,9,4165,4282
800,1,10,4354,4531
800,2,8,3321,3412
800,2,9,3500,3651
800,2,10,3664,3878
801,1,8,4576,4364
801,1,9,4842,4616
801,1,10,5083,4847
801,2,8,4595,4382
801,2,9,4851,4628
801,2,10,5086,4853
802,1,8,2402,2708
802,1,9,2550,2841
802,1,10,2691,2962
802,2,8,2052,2306
802,2,9,2152,2419
802,2,10,2245,2523
803,1,8,5670,5906
803,1,9,6080,6258
803,1,10,6461,6578
803,2,8,5378,5501
803,2,9,5761,5833
803,2,10,6118,6134
804,1,8,3086,3103
804,1,9,3307,3307
804,1,10,3508,3496
804,2,8,2597,2596
804,2,9,2780,2760
804,2,10,2948,2912
805,1,8,4158,4164
805,1,9,4402,4407
805,1,10,4624,4639
805,2,8,3535,3550
805,2,9,3734,3738
805,2,10,3916,3915
806,1,8,2174,2229
806,1,9,2323,2387
806,1,10,2462,2534
806,2,8,2114,2212
806,2,9,2253,2361
806,2,10,2383,2498
807,1,8,5099,5174
807,1,9,5464,5520
807,1,10,5793,5833
807,2,8,5037,5085
807,2,9,5374,5422
807,2,10,5676,5728
808,1,8,4403,4226
808,1,9,4665,4471
808,1,10,4904,4697
808,2,8,3778,3688
808,2,9,4004,3910
808,2,10,4211,4118
809,1,8,4594,4650
809,1,9,4877,4903
809,1,10,5139,5139
809,2,8,4264,4543
809,2,9,4494,4805
809,2,10,4705,5048
810,1,8,2481,2859
810,1,9,2589,2999
810,1,10,2688,3130
810,2,8,2357,2650
810,2,9,2471,2775
810,2,10,2575,2891
811,1,8,4596,4700
811,1,9,4909,4987
811,1,10,5192,5247
811,2,8,4355,4486
811,2,9,4650,4774
811,2,10,4916,5034
812,1,8,3991,4610
812,1,9,4223,4952
812,1,10,4440,5264
812,2,8,3696,4108
812,2,9,3906,4381
812,2,10,4102,4636
813,1,8,4349,4509
813,1,9,4639,4846
813,1,10,4900,5154
813,2,8,4295,4550
813,2,9,4571,4906
813,2,10,4824,5230
814,1,8,1645,1647
814,1,9,1731,1749
814,1,10,1812,1847
814,2,8,1435,1426
814,2,9,1515,1521
814,2,10,1591,1611
815,1,8,6503,6467
815,1,9,6941,6932
815,1,10,7331,7352
815,2,8,6470,6540
815,2,9,6898,7018
815,2,10,7279,7449
816,1,8,3595,4166
816,1,9,3777,4490
816,1,10,3940,4783
816,2,8,3038,3400
816,2,9,3202,3647
816,2,10,3351,3870
817,1,8,4265,4647
817,1,9,4520,4913
817,1,10,4754,5157
817,2,8,4109,4611
817,2,9,4339,4883
817,2,10,4546,5133
818,1,8,2610,2881
818,1,9,2784,3044
818,1,10,2947,3197
818,2,8,2104,2346
818,2,9,2225,2476
818,2,10,2339,2597
819,1,8,5050,5686
819,1,9,5322,6058
819,1,10,5563,6397
819,2,8,4841,5413
819,2,9,5106,5770
819,2,10,5342,6096
820,1,8,3464,3540
820,1,9,3672,3775
820,1,10,3864,3990
820,2,8,2997,3011
820,2,9,3201,3203
820,2,10,3388,3377
821,1,8,3002,3413
821,1,9,3163,3622
821,1,10,3310,3811
821,2,8,2590,2987
821,2,9,2727,3170
821,2,10,2853,3335
822,1,8,1599,1679
822,1,9,1681,1761
