RunNumber,Turbine,m,YawBrMyp,YawBrMzp
1033,2,9,4354,4453
1033,2,10,4569,4677
1034,1,8,1599,1685
1034,1,9,1687,1773
1034,1,10,1769,1857
1034,2,8,1472,1563
1034,2,9,1540,1639
1034,2,10,1604,1711
1035,1,8,5854,6126
1035,1,9,6246,6487
1035,1,10,6601,6811
1035,2,8,5688,5955
1035,2,9,6074,6307
1035,2,10,6424,6622
1036,1,8,3170,3004
1036,1,9,3385,3193
1036,1,10,3584,3368
1036,2,8,2852,2714
1036,2,9,3049,2906
1036,2,10,3228,3081
1037,1,8,5481,5310
1037,1,9,5850,5640
1037,1,10,6184,5944
1037,2,8,5046,4734
1037,2,9,5398,5007
1037,2,10,5718,5258
1038,1,8,2561,2682
1038,1,9,2702,2844
1038,1,10,2833,2993
1038,2,8,2270,2311
1038,2,9,2396,2446
1038,2,10,2512,2570
1039,1,8,5170,5139
1039,1,9,5543,5465
1039,1,10,5879,5757
1039,2,8,4951,4771
1039,2,9,5329,5078
1039,2,10,5669,5356
1040,1,8,3709,3843
1040,1,9,3907,4017
1040,1,10,4088,4175
1040,2,8,3212,3285
1040,2,9,3389,3441
1040,2,10,3549,3584
1041,1,8,4145,3959
1041,1,9,4389,4191
1041,1,10,4612,4411
1041,2,8,3873,3733
1041,2,9,4117,3988
1041,2,10,4339,4230
1042,1,8,1379,1447
1042,1,9,1475,1526
1042,1,10,1564,1598
1042,2,8,1333,1288
1042,2,9,1436,1357
1042,2,10,1530,1419
1043,1,8,5208,5421
1043,1,9,5509,5755
1043,1,10,5782,6062
1043,2,8,5043,5094
1043,2,9,5338,5403
1043,2,10,5604,5686
1044,1,8,4483,4894
1044,1,9,4742,5257
1044,1,10,4981,5590
1044,2,8,3986,4600
1044,2,9,4216,4968
1044,2,10,4429,5301
1045,1,8,5324,5206
1045,1,9,5649,5508
1045,1,10,5945,5779
1045,2,8,4909,4872
1045,2,9,5206,5149
1045,2,10,5479,5398
1046,1,8,2541,2946
1046,1,9,2673,3124
1046,1,10,2795,3288
1046,2,8,2510,2867
1046,2,9,2646,3042
1046,2,10,2772,3203
1047,1,8,5243,4665
1047,1,9,5605,4938
1047,1,10,5934,5185
1047,2,8,5081,4275
1047,2,9,5440,4509
1047,2,10,5763,4722
1048,1,8,2536,2284
1048,1,9,2731,2429
1048,1,10,2908,2566
1048,2,8,2260,2073
1048,2,9,2427,2219
1048,2,10,2579,2358
1049,1,8,4937,4353
1049,1,9,5276,4622
1049,1,10,5587,4867
1049,2,8,4755,4396
1049,2,9,5068,4686
1049,2,10,5355,4949
1050,1,8,1300,1256
1050,1,9,1367,1313
1050,1,10,1429,1366
1050,2,8,1203,1156
1050,2,9,1260,1211
1050,2,10,1313,1261
1051,1,8,6432,6531
1051,1,9,6863,6978
1051,1,10,7249,7374
1051,2,8,6257,6350
1051,2,9,6678,6781
1051,2,10,7056,7163
1052,1,8,4254,4093
1052,1,9,4561,4332
1052,1,10,4841,4550
1052,2,8,3666,3718
1052,2,9,3929,3949
1052,2,10,4170,4158
1053,1,8,5551,5691
1053,1,9,5931,6033
1053,1,10,6279,6350
1053,2,8,5186,5401
1053,2,9,5521,5739
1053,2,10,5829,6054
1054,1,8,2526,2721
1054,1,9,2688,2864
1054,1,10,2836,2995
1054,2,8,2182,2442
1054,2,9,2313,2586
1054,2,10,2433,2719
1055,1,8,5706,6115
1055,1,9,6101,6562
1055,1,10,6457,6959
1055,2,8,5316,5620
1055,2,9,5681,6034
1055,2,10,6008,6403
1056,1,8,4134,4363
1056,1,9,4344,4595
1056,1,10,4539,4807
1056,2,8,3486,3652
1056,2,9,3664,3840
1056,2,10,3828,4012
1057,1,8,4862,4682
1057,1,9,5175,4951
1057,1,10,5466,5199
1057,2,8,4669,4201
1057,2,9,4992,4436
1057,2,10,5288,4652
1058,1,8,1853,1842
1058,1,9,1937,1929
1058,1,10,2013,2009
1058,2,8,1643,1608
1058,2,9,1722,1684
1058,2,10,1795,1755
1059,1,8,5314,5684
1059,1,9,5631,6069
1059,1,10,5915,6415
1059,2,8,4949,5334
1059,2,9,5241,5693
1059,2,10,5504,6016
1060,1,8,4483,5094
1060,1,9,4720,5406
1060,1,10,4937,5687
1060,2,8,4009,4713
1060,2,9,4228,5017
1060,2,10,4426,5289
1061,1,8,5414,5195
1061,1,9,5793,5534
1061,1,10,6135,5846
1061,2,8,4917,4820
1061,2,9,5252,5124
1061,2,10,5553,5403
1062,1,8,2514,2603
1062,1,9,2631,2732
1062,1,10,2740,2853
1062,2,8,2200,2206
1062,2,9,2304,2311
1062,2,10,2399,2408
1063,1,8,5574,4988
1063,1,9,5980,5292
1063,1,10,6349,5568
1063,2,8,4993,4566
1063,2,9,5346,4834
1063,2,10,5669,5079
1064,1,8,2385,2404
1064,1,9,2530,2566
1064,1,10,2662,2712
1064,2,8,2053,2128
1064,2,9,2177,2274
1064,2,10,2288,2407
1065,1,8,5107,4603
1065,1,9,5426,4826
1065,1,10,5720,5031
1065,2,8,4670,4039
1065,2,9,4978,4232
1065,2,10,5266,4412
1066,1,8,1679,1998
1066,1,9,1772,2120
1066,1,10,1861,2235
1066,2,8,1696,1981
1066,2,9,1794,2099
1066,2,10,1887,2210
1067,1,8,6394,6794
1067,1,9,6867,7253
1067,1,10,7302,7664
1067,2,8,6076,6432
1067,2,9,6529,6874
1067,2,10,6944,7271
1068,1,8,3240,3380
1068,1,9,3444,3585
1068,1,10,3633,3775
1068,2,8,2951,3051
1068,2,9,3139,3229
1068,2,10,3311,3394
1069,1,8,4823,4408
1069,1,9,5168,4655
1069,1,10,5480,4879
1069,2,8,4904,4469
1069,2,9,5282,4728
1069,2,10,5622,4961
1070,1,8,2815,2880
1070,1,9,2981,3021
1070,1,10,3137,3152
1070,2,8,2408,2415
1070,2,9,2551,2529
1070,2,10,2687,2635
1071,1,8,5926,4909
1071,1,9,6367,5198
1071,1,10,6763,5460
1071,2,8,5528,4749
1071,2,9,5929,5054
1071,2,10,6289,5332
1072,1,8,3010,3378
1072,1,9,3181,3586
1072,1,10,3335,3774
1072,2,8,2547,2856
1072,2,9,2686,3028
1072,2,10,2813,3185
1073,1,8,4290,4288
1073,1,9,4598,4526
1073,1,10,4876,4744
1073,2,8,3840,3790
1073,2,9,4113,3997
1073,2,10,4359,4188
1074,1,8,2466,2588
1074,1,9,2612,2755
1074,1,10,2748,2917
1074,2,8,2150,2193
1074,2,9,2268,2318
1074,2,10,2377,2439
1075,1,8,5579,6087
1075,1,9,5928,6485
1075,1,10,6250,6841
1075,2,8,5122,5644
1075,2,9,5442,6011
1075,2,10,5737,6339
1076,1,8,3516,4356
1076,1,9,3709,4613
1076,1,10,3886,4854
1076,2,8,3171,3739
1076,2,9,3345,3953
1076,2,10,3504,4153
1077,1,8,4660,5340
1077,1,9,4965,5729
1077,1,10,5245,6083
1077,2,8,4499,4901
1077,2,9,4788,5235
1077,2,10,5055,5541
1078,1,8,2063,2164
1078,1,9,2170,2276
1078,1,10,2269,2379
1078,2,8,1897,1896
1078,2,9,2002,1988
1078,2,10,2100,2073
1079,1,8,4609,4989
1079,1,9,4920,5331
1079,1,10,5203,5639
1079,2,8,4417,5370
1079,2,9,4689,5772
1079,2,10,4936,6133
1080,1,8,2318,2288
1080,1,9,2446,2427
1080,1,10,2570,2559
1080,2,8,2066,2070
1080,2,9,2179,2197
1080,2,10,2287,2317
1081,1,8,4510,4665
1081,1,9,4745,4947
1081,1,10,4960,5201
1081,2,8,4146,4255
1081,2,9,4375,4510
1081,2,10,4586,4745
1082,1,8,1435,1476
1082,1,9,1513,1558
1082,1,10,1587,1633
1082,2,8,1294,1286
1082,2,9,1365,1359
1082,2,10,1433,1427
1083,1,8,5497,5519
1083,1,9,5829,5830
1083,1,10,6128,6108
1083,2,8,5261,5275
1083,2,9,5583,5568
1083,2,10,5873,5831
1084,1,8,3638,3848
1084,1,9,3844,4155
1084,1,10,4031,4438
1084,2,8,3077,3051
1084,2,9,3249,3255
1084,2,10,3404,3446
1085,1,8,4439,4774
1085,1,9,4696,5040
1085,1,10,4936,5286
1085,2,8,4466,4914
1085,2,9,4745,5186
1085,2,10,5010,5437
1086,1,8,2931,3241
1086,1,9,3097,3414
1086,1,10,3251,3572
1086,2,8,2547,2735
1086,2,9,2686,2872
1086,2,10,2814,2998
1087,1,8,5176,5392
1087,1,9,5468,5762
1087,1,10,5734,6101
1087,2,8,5132,5268
1087,2,9,5456,5642
1087,2,10,5753,5981
1088,1,8,3465,4398
1088,1,9,3648,4709
1088,1,10,3819,4998
1088,2,8,3113,3679
1088,2,9,3280,3921
1088,2,10,3435,4146
1089,1,8,3186,3407
1089,1,9,3409,3653
1089,1,10,3609,3875
1089,2,8,2786,3421
1089,2,9,2974,3702
1089,2,10,3144,3953
1090,1,8,1939,1986
1090,1,9,2077,2089
1090,1,10,2206,2184
1090,2,8,1700,1689
1090,2,9,1825,1775
1090,2,10,1943,1853
1091,1,8,5521,5748
1091,1,9,5858,6110
1091,1,10,6164,6441
1091,2,8,5127,5417
1091,2,9,5440,5770
1091,2,10,5723,6093
1092,1,8,4233,4443
1092,1,9,4493,4693
1092,1,10,4727,4922
1092,2,8,3683,3909
1092,2,9,3902,4126
1092,2,10,4099,4324
1093,1,8,5142,5231
1093,1,9,5468,5529
1093,1,10,5762,5798
1093,2,8,4714,4925
1093,2,9,4977,5172
1093,2,10,5216,5398
1094,1,8,2411,2753
1094,1,9,2523,2895
1094,1,10,2625,3025
1094,2,8,2141,2407
1094,2,9,2245,2537
1094,2,10,2339,2657
1095,1,8,4406,4389
1095,1,9,4678,4707
1095,1,10,4922,4995
1095,2,8,4567,4138
1095,2,9,4867,4409
1095,2,10,5135,4654
1096,1,8,4482,4701
1096,1,9,4719,4945
1096,1,10,4937,5171
1096,2,8,4318,4498
1096,2,9,4550,4716
1096,2,10,4765,4917
1097,1,8,4578,4925
1097,1,9,4895,5196
1097,1,10,5193,5447
1097,2,8,4103,4493
1097,2,9,4380,4739
1097,2,10,4641,4966
1098,1,8,1737,1830
1098,1,9,1835,1946
1098,1,10,1927,2052
1098,2,8,1549,1591
1098,2,9,1634,1686
1098,2,10,1714,1773
1099,1,8,4790,4913
1099,1,9,5065,5203
1099,1,10,5315,5462
1099,2,8,4804,4944
1099,2,9,5080,5234
1099,2,10,5331,5493
1100,1,8,3781,4036
1100,1,9,4029,4270
1100,1,10,4257,4483
1100,2,8,3320,3476
1100,2,9,3535,3670
1100,2,10,3732,3847
1101,1,8,4357,4459
1101,1,9,4641,4718
1101,1,10,4900,4955
1101,2,8,4227,4260
1101,2,9,4508,4504
1101,2,10,4766,4728
1102,1,8,2488,2643
1102,1,9,2624,2794
1102,1,10,2751,2937
1102,2,8,2205,2381
1102,2,9,2328,2527
1102,2,10,2442,2665
1103,1,8,6315,5942
1103,1,9,6759,6295
1103,1,10,7161,6614
1103,2,8,5647,5477
1103,2,9,6038,5817
1103,2,10,6395,6123
1104,1,8,3012,2780
1104,1,9,3187,2934
1104,1,10,3346,3075
1104,2,8,2660,2398
1104,2,9,2825,2531
1104,2,10,2977,2652
1105,1,8,5177,4802
1105,1,9,5528,5114
1105,1,10,5843,5405
1105,2,8,4311,4143
1105,2,9,4585,4416
1105,2,10,4835,4670
1106,1,8,1952,2191
1106,1,9,2056,2341
1106,1,10,2152,2480
1106,2,8,1650,1876
1106,2,9,1739,2014
1106,2,10,1821,2140
1107,1,8,4858,4982
1107,1,9,5145,5295
1107,1,10,5405,5576
1107,2,8,4832,5014
1107,2,9,5121,5331
1107,2,10,5386,5613
1108,1,8,4019,4542
1108,1,9,4241,4831
1108,1,10,4444,5100
1108,2,8,3630,4060
1108,2,9,3834,4312
1108,2,10,4022,4544
1109,1,8,5246,4418
1109,1,9,5631,4672
1109,1,10,5981,4908
1109,2,8,4598,4220
1109,2,9,4891,4455
1109,2,10,5158,4673
1110,1,8,2836,3180
1110,1,9,2998,3380
1110,1,10,3150,3565
1110,2,8,2691,3059
1110,2,9,2839,3259
1110,2,10,2977,3445
1111,1,8,4526,5406
1111,1,9,4776,5784
1111,1,10,5002,6127
1111,2,8,4251,4923
1111,2,9,4491,5263
1111,2,10,4710,5573
1112,1,8,3919,4362
1112,1,9,4190,4597
1112,1,10,4439,4810
1112,2,8,3554,4136
1112,2,9,3777,4356
1112,2,10,3982,4556
1113,1,8,3959,4287
1113,1,9,4195,4518
1113,1,10,4415,4727
1113,2,8,3867,4065
1113,2,9,4083,4268
1113,2,10,4285,4450
1114,1,8,1563,1558
1114,1,9,1642,1634
1114,1,10,1716,1703
1114,2,8,1357,1353
1114,2,9,1419,1422
1114,2,10,1478,1486
1115,1,8,6047,7621
1115,1,9,6461,8270
1115,1,10,6833,8848
1115,2,8,5939,7710
1115,2,9,6342,8373
1115,2,10,6706,8962
1116,1,8,3381,3938
1116,1,9,3558,4224
1116,1,10,3721,4482
1116,2,8,2882,3341
1116,2,9,3030,3578
1116,2,10,3167,3793
1117,1,8,4218,4393
1117,1,9,4491,4675
1117,1,10,4741,4930
1117,2,8,3968,4382
1117,2,9,4212,4681
1117,2,10,4437,4948
1118,1,8,2605,2883
1118,1,9,2769,3090
1118,1,10,2922,3283
1118,2,8,2304,2544
1118,2,9,2451,2730
1118,2,10,2587,2904
1119,1,8,5233,6008
1119,1,9,5541,6463
1119,1,10,5820,6871
1119,2,8,5006,5707
1119,2,9,5325,6143
1119,2,10,5614,6533
1120,1,8,3195,3510
1120,1,9,3386,3727
1120,1,10,3566,3928
1120,2,8,2615,2943
1120,2,9,2758,3118
1120,2,10,2891,3278
1121,1,8,3293,3491
1121,1,9,3523,3712
1121,1,10,3731,3912
1121,2,8,3025,3191
1121,2,9,3246,3403
1121,2,10,3446,3596
1122,1,8,1730,1818
1122,1,9,1840,1912
1122,1,10,1941,2000
1122,2,8,1536,1555
1122,2,9,1639,1643
1122,2,10,1735,1727
1123,1,8,4530,4423
1123,1,9,4836,4689
1123,1,10,5113,4932
1123,2,8,4463,4410
1123,2,9,4762,4676
1123,2,10,5034,4917
1124,1,8,3834,3680
1124,1,9,4081,3870
1124,1,10,4312,4046
1124,2,8,3620,3352
1124,2,9,3859,3523
1124,2,10,4082,3681
1125,1,8,5650,6382
1125,1,9,5986,6746
1125,1,10,6297,7088
1125,2,8,5286,5797
1125,2,9,5608,6099
1125,2,10,5902,6383
1126,1,8,1901,1807
1126,1,9,2015,1915
1126,1,10,2121,2015
1126,2,8,1655,1608
1126,2,9,1750,1706
1126,2,10,1840,1798
1127,1,8,5615,5434
1127,1,9,5992,5793
1127,1,10,6329,6118
1127,2,8,5016,4976
1127,2,9,5338,5290
1127,2,10,5630,5575
1128,1,8,3285,3406
1128,1,9,3496,3589
1128,1,10,3692,3756
1128,2,8,2846,2966
1128,2,9,3014,3126
1128,2,10,3170,3271
1129,1,8,4069,3811
1129,1,9,4338,4039
1129,1,10,4587,4246
1129,2,8,3610,3460
1129,2,9,3851,3652
1129,2,10,4075,3824
1130,1,8,1393,1545
1130,1,9,1460,1640
1130,1,10,1523,1730
1130,2,8,1217,1334
1130,2,9,1274,1414
1130,2,10,1328,1490
1131,1,8,5008,4663
1131,1,9,5332,4940
1131,1,10,5623,5197
1131,2,8,4952,4722
1131,2,9,5268,5021
1131,2,10,5551,5297
1132,1,8,3502,3461
1132,1,9,3726,3664
1132,1,10,3933,3854
1132,2,8,2995,3079
1132,2,9,3183,3274
1132,2,10,3356,3454
1133,1,8,4635,4883
1133,1,9,4924,5212
1133,1,10,5185,5511
1133,2,8,4653,4810
1133,2,9,4952,5131
1133,2,10,5224,5422
1134,1,8,2060,2039
1134,1,9,2179,2147
1134,1,10,2291,2249
1134,2,8,1883,1830
1134,2,9,1990,1927
1134,2,10,2089,2018
1135,1,8,4848,4863
1135,1,9,5187,5133
1135,1,10,5501,5380
1135,2,8,4806,4654
1135,2,9,5171,4917
1135,2,10,5506,5159
1136,1,8,4012,4348
1136,1,9,4268,4638
1136,1,10,4504,4908
1136,2,8,3458,3599
1136,2,9,3679,3815
1136,2,10,3885,4016
1137,1,8,4884,4932
1137,1,9,5179,5180
1137,1,10,5448,5409
1137,2,8,4344,4475
1137,2,9,4598,4705
1137,2,10,4831,4917
1138,1,8,2317,2378
1138,1,9,2441,2506
1138,1,10,2558,2626
1138,2,8,2043,1990
1138,2,9,2162,2099
1138,2,10,2273,2200
1139,1,8,4952,5032
1139,1,9,5253,5372
1139,1,10,5523,5680
1139,2,8,4924,5030
1139,2,9,5227,5370
1139,2,10,5498,5679
1140,1,8,3441,3669
1140,1,9,3651,3924
1140,1,10,3842,4155
1140,2,8,3140,3301
1140,2,9,3327,3532
1140,2,10,3497,3740
1141,1,8,4740,4706
1141,1,9,5020,4991
1141,1,10,5274,5251
1141,2,8,4765,4581
1141,2,9,5050,4831
1141,2,10,5308,5059
1142,1,8,2267,2319
1142,1,9,2404,2452
1142,1,10,2532,2574
1142,2,8,2029,2013
1142,2,9,2157,2130
1142,2,10,2277,2237
1143,1,8,4435,4268
1143,1,9,4742,4538
1143,1,10,5022,4781
1143,2,8,4499,4379
1143,2,9,4809,4665
1143,2,10,5089,4924
1144,1,8,2723,2736
1144,1,9,2874,2916
1144,1,10,3016,3084
1144,2,8,2356,2410
1144,2,9,2484,2572
1144,2,10,2604,2723
1145,1,8,5071,5449
1145,1,9,5390,5790
1145,1,10,5682,6102
1145,2,8,4709,5028
1145,2,9,4987,5349
1145,2,10,5237,5641
1146,1,8,1651,1499
1146,1,9,1733,1566
1146,1,10,1809,1628
1146,2,8,1482,1306
1146,2,9,1560,1365
1146,2,10,1633,1419
1147,1,8,7020,6643
1147,1,9,7570,7065
1147,1,10,8065,7446
1147,2,8,6680,6393
1147,2,9,7194,6793
1147,2,10,7658,7152
1148,1,8,3484,3847
1148,1,9,3707,4108
1148,1,10,3912,4350
1148,2,8,3030,3407
1148,2,9,3217,3635
1148,2,10,3390,3846
1149,1,8,3993,4075
1149,1,9,4216,4306
1149,1,10,4417,4514
1149,2,8,3791,4065
1149,2,9,3986,4298
1149,2,10,4161,4509
1150,1,8,2897,3432
1150,1,9,3028,3666
1150,1,10,3151,3886
1150,2,8,2434,2833
1150,2,9,2539,3011
1150,2,10,2637,3178
1151,1,8,5421,5626
1151,1,9,5727,5960
1151,1,10,6007,6260
1151,2,8,5016,5135
1151,2,9,5302,5439
1151,2,10,5562,5713
1152,1,8,4049,4004
1152,1,9,4313,4227
1152,1,10,4552,4439
1152,2,8,3549,3469
1152,2,9,3784,3672
1152,2,10,3997,3864
1153,1,8,4714,5171
1153,1,9,5029,5522
1153,1,10,5313,5848
1153,2,8,4088,4394
1153,2,9,4353,4662
1153,2,10,4594,4909
1154,1,8,1983,2074
1154,1,9,2092,2190
1154,1,10,2193,2299
1154,2,8,1662,1761
1154,2,9,1749,1859
1154,2,10,1830,1952
1155,1,8,5013,4112
1155,1,9,5383,4348
1155,1,10,5717,4562
1155,2,8,4936,4285
1155,2,9,5295,4551
1155,2,10,5619,4793
1156,1,8,4119,4220
1156,1,9,4380,4560
1156,1,10,4619,4879
1156,2,8,3536,3685
1156,2,9,3752,3976
1156,2,10,3949,4249
1157,1,8,4681,4160
1157,1,9,5051,4364
1157,1,10,5386,4548
1157,2,8,4494,4171
1157,2,9,4802,4366
1157,2,10,5084,4545
1158,1,8,2525,2877
1158,1,9,2680,3056
1158,1,10,2825,3222
1158,2,8,2192,2522
1158,2,9,2326,2700
1158,2,10,2451,2864
1159,1,8,4744,4959
1159,1,9,5040,5296
1159,1,10,5305,5601
1159,2,8,4623,4733
1159,2,9,4910,5053
1159,2,10,5169,5345
1160,1,8,2708,2735
1160,1,9,2866,2879
1160,1,10,3015,3011
1160,2,8,2453,2526
1160,2,9,2606,2669
1160,2,10,2753,2799
1161,1,8,5035,5138
1161,1,9,5369,5481
1161,1,10,5672,5799
1161,2,8,4838,4793
1161,2,9,5164,5097
1161,2,10,5459,5378
1162,1,8,1513,1415
1162,1,9,1608,1474
1162,1,10,1699,1529
1162,2,8,1497,1394
1162,2,9,1584,1454
1162,2,10,1668,1511
1163,1,8,5530,5250
1163,1,9,5906,5572
1163,1,10,6248,5862
1163,2,8,5506,5158
1163,2,9,5891,5483
1163,2,10,6240,5775
1164,1,8,4503,4476
1164,1,9,4766,4731
1164,1,10,5010,4967
1164,2,8,3764,3701
1164,2,9,3986,3914
1164,2,10,4191,4110
1165,1,8,3884,4100
1165,1,9,4114,4342
1165,1,10,4322,4558
1165,2,8,3909,4241
1165,2,9,4126,4497
1165,2,10,4322,4729
1166,1,8,2437,2261
1166,1,9,2627,2401
1166,1,10,2805,2530
1166,2,8,2079,1947
1166,2,9,2237,2062
1166,2,10,2384,2168
1167,1,8,4794,4737
1167,1,9,5072,5003
1167,1,10,5323,5248
1167,2,8,4622,4435
1167,2,9,4908,4681
1167,2,10,5167,4910
1168,1,8,2854,2889
1168,1,9,3017,3047
1168,1,10,3168,3192
1168,2,8,2563,2546
1168,2,9,2710,2690
1168,2,10,2844,2821
1169,1,8,4639,4433
1169,1,9,4877,4683
1169,1,10,5095,4916
1169,2,8,4157,3759
1169,2,9,4387,3968
1169,2,10,4600,4162
1170,1,8,1936,1980
1170,1,9,2062,2100
1170,1,10,2182,2213
1170,2,8,1705,1695
1170,2,9,1816,1793
1170,2,10,1921,1884
1171,1,8,5166,5556
1171,1,9,5471,5905
1171,1,10,5746,6215
1171,2,8,4973,5562
1171,2,9,5265,5946
1171,2,10,5527,6291
1172,1,8,4236,4453
1172,1,9,4487,4720
1172,1,10,4717,4973
1172,2,8,3787,3742
1172,2,9,4012,3933
1172,2,10,4219,4114
1173,1,8,4292,3975
1173,1,9,4536,4181
1173,1,10,4762,4369
1173,2,8,4020,3837
1173,2,9,4225,4057
1173,2,10,4416,4262
1174,1,8,1546,1409
1174,1,9,1640,1482
1174,1,10,1727,1549
1174,2,8,1514,1344
1174,2,9,1614,1425
1174,2,10,1705,1501
1175,1,8,5357,5024
1175,1,9,5751,5331
1175,1,10,6109,5610
1175,2,8,5020,4714
1175,2,9,5396,5015
1175,2,10,5738,5289
1176,1,8,2373,2509
1176,1,9,2519,2658
1176,1,10,2656,2795
1176,2,8,2191,2274
1176,2,9,2317,2407
1176,2,10,2435,2529
1177,1,8,4241,4034
1177,1,9,4517,4266
1177,1,10,4774,4480
1177,2,8,4207,3969
1177,2,9,4501,4207
1177,2,10,4774,4429
1178,1,8,1713,1730
1178,1,9,1796,1826
1178,1,10,1871,1916
1178,2,8,1475,1456
1178,2,9,1546,1537
1178,2,10,1611,1611
1179,1,8,6317,6474
1179,1,9,6735,6887
1179,1,10,7113,7265
1179,2,8,5969,6079
1179,2,9,6367,6462
1179,2,10,6726,6811
1180,1,8,3999,3656
1180,1,9,4288,3873
1180,1,10,4550,4075
1180,2,8,3419,3055
1180,2,9,3668,3228
1180,2,10,3894,3388
1181,1,8,5333,5640
1181,1,9,5652,5992
1181,1,10,5940,6314
1181,2,8,4872,5188
1181,2,9,5151,5491
1181,2,10,5404,5768
1182,1,8,3013,2986
1182,1,9,3206,3150
1182,1,10,3383,3304
1182,2,8,2553,2565
1182,2,9,2710,2715
1182,2,10,2855,2857
1183,1,8,3865,4172
1183,1,9,4106,4420
1183,1,10,4321,4641
1183,2,8,4171,4324
1183,2,9,4445,4575
1183,2,10,4692,4798
1184,1,8,3375,3789
1184,1,9,3569,4033
1184,1,10,3750,4259
1184,2,8,2749,3100
1184,2,9,2906,3293
1184,2,10,3054,3472
1185,1,8,2705,2797
1185,1,9,2875,2966
1185,1,10,3032,3118
1185,2,8,2479,2571
1185,2,9,2632,2718
1185,2,10,2773,2850
1186,1,8,2097,2076
1186,1,9,2237,2196
1186,1,10,2368,2308
1186,2,8,1754,1741
1186,2,9,1865,1833
1186,2,10,1970,1918
1187,1,8,4856,5111
1187,1,9,5172,5447
1187,1,10,5458,5749
1187,2,8,4709,5063
1187,2,9,5016,5403
1187,2,10,5296,5708
1188,1,8,4045,3745
1188,1,9,4371,3953
1188,1,10,4675,4146
1188,2,8,3537,3372
1188,2,9,3813,3590
1188,2,10,4071,3795
1189,1,8,4539,5155
1189,1,9,4798,5494
1189,1,10,5033,5799
1189,2,8,4548,5161
1189,2,9,4811,5517
1189,2,10,5048,5838
1190,1,8,1668,1858
1190,1,9,1776,1992
1190,1,10,1879,2116
1190,2,8,1537,1767
1190,2,9,1638,1905
1190,2,10,1734,2031
1191,1,8,5263,5051
1191,1,9,5625,5404
1191,1,10,5952,5727
1191,2,8,4949,4646
1191,2,9,5299,4959
1191,2,10,5614,5246
1192,1,8,2640,2837
1192,1,9,2817,3022
1192,1,10,2977,3191
1192,2,8,2248,2476
1192,2,9,2389,2643
1192,2,10,2518,2795
1193,1,8,4413,4784
1193,1,9,4680,5045
1193,1,10,4921,5280
1193,2,8,3864,4354
1193,2,9,4090,4621
1193,2,10,4295,4866
1194,1,8,2428,2468
1194,1,9,2581,2640
1194,1,10,2723,2803
1194,2,8,2198,2239
1194,2,9,2337,2398
1194,2,10,2468,2548
1195,1,8,5250,5719
1195,1,9,5574,6106
1195,1,10,5868,6452
1195,2,8,5107,5491
1195,2,9,5435,5864
1195,2,10,5734,6198
1196,1,8,2875,2983
1196,1,9,3061,3176
1196,1,10,3233,3356
1196,2,8,2614,2701
1196,2,9,2788,2885
1196,2,10,2947,3052
1197,1,8,5153,5001
1197,1,9,5521,5306
1197,1,10,5858,5582
1197,2,8,4762,5182
1197,2,9,5082,5526
1197,2,10,5379,5840
1198,1,8,2666,2641
1198,1,9,2820,2793
1198,1,10,2962,2936
1198,2,8,2337,2310
1198,2,9,2471,2445
1198,2,10,2594,2572
1199,1,8,4877,5053
1199,1,9,5184,5383
1199,1,10,5460,5683
1199,2,8,4586,4761
1199,2,9,4868,5074
1199,2,10,5121,5357
1200,1,8,4474,4916
1200,1,9,4739,5226
1200,1,10,4987,5514
1200,2,8,3840,4421
1200,2,9,4057,4705
1200,2,10,4260,4969
1201,1,8,5644,5414
1201,1,9,5993,5754
1201,1,10,6314,6067
1201,2,8,4779,4744
1201,2,9,5085,5042
1201,2,10,5362,5315
1202,1,8,1990,1912
1202,1,9,2123,2023
1202,1,10,2247,2128
1202,2,8,1605,1649
1202,2,9,1696,1765
1202,2,10,1780,1873
1203,1,8,5286,5235
1203,1,9,5645,5574
1203,1,10,5968,5885
1203,2,8,5146,5149
1203,2,9,5504,5495
1203,2,10,5828,5811
1204,1,8,3738,3828
1204,1,9,3931,4050
1204,1,10,4111,4256
1204,2,8,3287,3341
1204,2,9,3444,3536
1204,2,10,3590,3717
1205,1,8,5119,5729
1205,1,9,5463,6066
1205,1,10,5771,6373
1205,2,8,4742,5367
1205,2,9,5070,5688
1205,2,10,5370,5982
1206,1,8,2589,2635
1206,1,9,2732,2788
1206,1,10,2863,2932
1206,2,8,2205,2148
1206,2,9,2333,2271
1206,2,10,2452,2386
1207,1,8,5083,4560
1207,1,9,5464,4893
1207,1,10,5809,5201
1207,2,8,4714,4453
1207,2,9,5050,4789
1207,2,10,5355,5097
1208,1,8,3163,3920
1208,1,9,3365,4264
1208,1,10,3552,4579
1208,2,8,2547,3068
1208,2,9,2706,3335
1208,2,10,2852,3580
1209,1,8,5412,5160
1209,1,9,5766,5420
1209,1,10,6090,5659
1209,2,8,4845,4819
1209,2,9,5120,5056
1209,2,10,5369,5273
1210,1,8,1550,1675
1210,1,9,1635,1780
1210,1,10,1714,1875
1210,2,8,1322,1432
1210,2,9,1392,1524
1210,2,10,1458,1609
1211,1,8,5236,5591
1211,1,9,5531,5929
1211,1,10,5800,6237
1211,2,8,5016,5485
1211,2,9,5291,5806
1211,2,10,5541,6098
1212,1,8,3188,3678
1212,1,9,3392,3910
1212,1,10,3579,4121
1212,2,8,2675,3247
