RunNumber,Turbine,m,TwrBsMxt,TwrBsMyt,TwHt1MLxt,TwHt1MLyt,TwHt2MLxt,TwHt2MLyt,TwHt3MLxt,TwHt3MLyt,TwHt4MLxt,TwHt4MLyt,TwHt5MLxt,TwHt5MLyt,TwHt6MLxt,TwHt6MLyt
447,1,4,7325,17040,6624,15480,5223,12500,3834,9130,2747,6437,1535,4411,753.8,3771
447,2,3,6491,13860,5863,12530,4650,10070,3391,7316,2428,5211,1351,3565,643.1,3139
447,2,4,7564,17610,6856,15990,5481,12960,4006,9434,2831,6620,1551,4376,728,3673
448,1,3,2740,10210,2438,9017,1887,6967,1390,4977,1082,3756,762.8,2896,586.8,2898
448,1,4,3219,12680,2893,11400,2293,9144,1719,6685,1321,4852,948.7,3397,747.1,3264
448,2,3,2460,10290,2233,9217,1785,7327,1302,5206,922.6,3681,584.5,2505,437.9,2463
448,2,4,2875,13280,2617,11990,2112,9720,1551,7002,1101,4876,742.9,3011,616.5,2769
449,1,3,3557,11840,3205,10670,2542,8388,1870,6037,1353,4317,816.7,3045,518.9,2712
449,1,4,4111,15060,3712,13670,2970,10920,2201,7903,1591,5531,983.7,3733,663.8,3061
449,2,3,3816,11210,3469,10080,2795,7913,2050,5683,1445,4014,849.3,2810,541,2620
449,2,4,4442,14670,4050,13340,3287,10680,2428,7706,1713,5307,1031,3400,709.9,2927
450,1,3,2702,11010,2483,10070,2045,8209,1497,5981,985.5,3927,507.6,2128,226.4,1494
450,1,4,3126,13100,2875,12000,2371,9845,1740,7198,1151,4712,611.3,2521,323.9,1685
450,2,3,2415,10360,2223,9527,1833,7793,1346,5726,879.7,3752,438.5,1968,178.3,1250
450,2,4,2826,12270,2602,11300,2149,9281,1578,6842,1034,4478,520.5,2325,249.2,1405
451,1,3,7203,15960,6561,14390,5310,11400,3886,8177,2652,5731,1405,3617,624.4,2890
451,1,4,8541,20940,7789,18930,6328,15090,4632,10820,3146,7459,1650,4442,729.4,3263
451,2,3,4909,14720,4449,13340,3563,10620,2583,7765,1820,5563,1042,3556,593,2781
451,2,4,5805,18770,5273,17100,4250,13730,3082,10070,2159,7122,1231,4372,720.6,3138
452,1,3,2687,12110,2457,11020,1997,8972,1466,6571,998.1,4425,563.5,2556,360,1988
452,1,4,3145,14940,2882,13690,2357,11290,1742,8371,1197,5639,723.3,3170,522.3,2243
452,2,3,2760,11320,2533,10290,2076,8315,1523,6013,1018,4056,549.2,2308,303.9,1713
452,2,4,3223,13480,2961,12280,2433,10020,1793,7293,1205,4936,680.9,2773,440.8,1915
453,1,3,4090,13680,3695,12290,2925,9636,2142,7003,1569,5147,959.1,3518,617.6,2983
453,1,4,4834,17480,4388,15870,3511,12680,2585,9336,1886,6771,1161,4423,775.1,3452
453,2,3,3846,11800,3480,10580,2769,8404,2047,6172,1495,4526,935.5,3216,641.9,2880
453,2,4,4518,15100,4104,13760,3299,11250,2465,8416,1819,6085,1182,4064,861,3312
454,1,3,2435,12510,2235,11460,1839,9398,1346,6830,885.7,4507,442.4,2392,183.9,1459
454,1,4,2856,14860,2622,13630,2164,11220,1585,8177,1040,5375,518.3,2813,232,1614
454,2,3,2137,13590,1965,12470,1612,10250,1180,7478,779.7,4906,391.5,2567,160.3,1405
454,2,4,2473,16250,2275,14930,1870,12310,1370,8984,904.2,5889,454.8,3042,199.6,1564
455,1,3,9499,14010,8608,12680,6874,10130,5019,7371,3507,5309,1907,3574,868.4,3065
455,1,4,11110,16800,10090,15280,8100,12330,5925,9056,4103,6455,2192,4218,955,3491
455,2,3,9151,14220,8296,12850,6622,10240,4852,7429,3400,5366,1844,3627,843.5,3085
455,2,4,10740,17140,9755,15550,7829,12530,5741,9157,3988,6543,2123,4290,926.5,3513
456,1,3,2035,6436,1854,5791,1491,4540,1098,3279,766.6,2355,436,1738,271,1736
456,1,4,2370,7967,2165,7238,1755,5811,1301,4263,911,3001,540.1,2090,385.2,1964
456,2,3,1951,7001,1785,6318,1450,5027,1064,3631,724.9,2534,404.9,1652,239.2,1517
456,2,4,2298,8344,2106,7573,1721,6088,1269,4432,868.4,3064,503.4,1926,331.7,1693
457,1,3,5232,13020,4738,11690,3794,9260,2773,6706,1942,4816,1076,3262,552.7,2756
457,1,4,6051,16640,5488,15030,4415,12040,3231,8767,2257,6237,1258,4057,672.2,3182
457,2,3,4435,12830,4017,11570,3214,9223,2351,6699,1659,4864,970.2,3271,579.7,2765
457,2,4,5227,16400,4749,14900,3829,12070,2807,8847,1961,6346,1147,4037,721.6,3155
458,1,3,1800,7654,1647,6964,1345,5607,982.9,4039,659.5,2697,354.9,1551,200,1300
458,1,4,2074,9245,1901,8450,1555,6886,1140,5015,769.8,3352,431.2,1902,278.1,1458
458,2,3,1676,8570,1539,7856,1263,6399,920.1,4650,609.3,3042,315.5,1629,161.7,1149
458,2,4,1972,10220,1812,9389,1491,7694,1088,5615,719.8,3675,380.6,1958,226.2,1281
459,1,3,7773,17240,7034,15560,5603,12260,4075,8851,2866,6269,1573,4099,764.6,3457
459,1,4,9102,22440,8262,20340,6619,16150,4822,11690,3358,8151,1813,5021,860.1,3928
459,2,3,7548,16850,6843,15210,5488,12100,4021,8697,2798,6103,1516,3865,706.2,3180
459,2,4,8945,22330,8126,20180,6557,16140,4812,11600,3315,8014,1767,4773,800,3621
460,1,3,2151,11210,1951,10150,1552,8044,1128,5711,801.8,3952,495.4,2581,359.2,2394
460,1,4,2496,13490,2271,12250,1821,9867,1334,7060,954.9,4887,625.8,3058,500,2658
460,2,3,2830,11680,2592,10640,2109,8565,1544,6185,1047,4125,570.2,2427,319.3,2039
460,2,4,3292,13990,3017,12800,2463,10380,1808,7560,1228,5028,690.7,2869,433.3,2281
461,1,3,2868,9584,2560,8501,1996,6606,1465,4866,1115,3801,735.2,2859,513.7,2612
461,1,4,3332,12270,2995,11080,2371,8930,1756,6690,1329,5028,889.5,3482,648.5,2991
461,2,3,2542,9174,2305,8257,1846,6582,1358,4770,961.5,3462,583,2469,406,2265
461,2,4,2966,11890,2702,10800,2181,8815,1614,6498,1147,4630,723.4,3052,548.3,2578
462,1,3,2156,11640,1978,10670,1627,8718,1189,6354,784,4177,399.3,2254,176.4,1412
462,1,4,2490,13590,2286,12480,1883,10220,1378,7464,908.4,4892,465.8,2613,225.2,1576
462,2,3,3185,13240,2927,12150,2421,9960,1771,7278,1160,4789,571.7,2530,195.4,1413
462,2,4,3681,15420,3383,14180,2799,11650,2049,8529,1342,5603,662.3,2945,237.8,1584
463,1,3,5799,14370,5188,12970,4050,10280,2939,7485,2157,5403,1269,3534,691.5,2911
463,1,4,6742,18330,6055,16630,4774,13320,3471,9764,2506,6959,1443,4332,774.6,3336
463,2,3,5941,14910,5370,13470,4228,10670,3068,7791,2203,5557,1254,3565,649.4,2806
463,2,4,6844,19630,6208,17790,4920,14210,3576,10390,2539,7314,1423,4456,731.8,3217
464,1,3,2343,9283,2133,8368,1728,6618,1277,4861,921.1,3507,594.1,2449,433.4,2261
464,1,4,2770,12360,2536,11260,2087,9136,1572,6850,1166,4890,815.9,3169,638.1,2591
464,2,3,2163,9949,1968,9081,1598,7382,1171,5409,813.6,3687,485.2,2259,338.4,1895
464,2,4,2532,12330,2311,11300,1893,9317,1401,6915,988.2,4714,638.1,2824,498.4,2169
465,1,3,4875,14110,4411,12650,3519,9898,2581,7162,1834,5248,1061,3429,627.6,2800
465,1,4,5614,17850,5091,16130,4085,12830,3008,9375,2125,6770,1234,4185,758.8,3170
465,2,3,4921,12780,4471,11470,3584,8914,2622,6471,1849,4811,1066,3275,634.2,2844
465,2,4,5733,15990,5222,14510,4208,11550,3087,8473,2170,6138,1259,3880,788.3,3166
466,1,3,2774,10200,2546,9332,2093,7574,1531,5535,1022,3726,535.7,2159,264.6,1682
466,1,4,3177,12180,2918,11200,2403,9171,1759,6766,1182,4564,641,2606,374,1891
466,2,3,2014,10470,1847,9608,1522,7860,1117,5757,738.8,3855,392.4,2158,208.6,1472
466,2,4,2366,12310,2172,11320,1798,9316,1322,6863,875.5,4612,481.8,2584,300.3,1660
467,1,3,5223,14300,4744,12910,3804,10320,2783,7499,1941,5353,1052,3470,507.8,2760
467,1,4,6200,18580,5641,16860,4549,13620,3333,9948,2308,6979,1241,4325,595.8,3171
467,2,3,4643,14230,4219,12870,3386,10310,2480,7510,1741,5316,985.9,3430,533.3,2702
467,2,4,5407,18090,4927,16440,3981,13280,2926,9732,2037,6829,1156,4247,649.1,3086
468,1,3,2857,8936,2614,8142,2131,6505,1565,4741,1068,3192,597.2,2044,349,1948
468,1,4,3316,11490,3041,10570,2488,8610,1837,6372,1268,4265,746.1,2545,500.5,2182
468,2,3,2263,10590,2070,9671,1692,7841,1243,5661,841.9,3761,470.6,2172,293.2,1752
468,2,4,2622,12940,2402,11840,1971,9678,1455,7025,994.6,4656,594.9,2628,427,1982
469,1,3,3863,12170,3481,10880,2742,8472,2013,6039,1467,4472,890.4,3272,579.7,3023
469,1,4,4527,15160,4096,13690,3254,10920,2403,7910,1738,5715,1062,3920,727.8,3397
469,2,3,3343,10950,3026,9796,2417,7594,1771,5384,1273,3856,765,2751,510.9,2675
469,2,4,3862,13730,3505,12430,2816,9885,2080,7098,1509,4923,947.8,3217,701.1,2986
470,1,3,930.6,6250,852,5710,697.6,4667,509.5,3417,337.7,2269,176,1244,93.18,847.7
470,1,4,1095,7272,1004,6653,825.8,5456,604.1,3994,400.7,2645,214.2,1430,127.4,897.4
470,2,3,1317,6243,1209,5723,997,4671,730.5,3413,477.7,2280,236.2,1238,89.34,789.9
470,2,4,1544,7176,1418,6585,1171,5385,857.8,3937,560.2,2625,277.6,1414,113.3,840.9
471,1,3,10370,17430,9377,15720,7483,12420,5471,8934,3825,6441,2085,4354,962.8,3715
471,1,4,11930,21750,10810,19710,8668,15700,6348,11360,4401,8082,2367,5304,1066,4302
471,2,3,9099,16060,8263,14490,6571,11510,4791,8282,3366,5988,1842,4019,867.2,3417
471,2,4,10500,20010,9558,18130,7636,14560,5578,10520,3889,7519,2100,4908,962.4,3952
472,1,3,2451,9158,2209,8188,1743,6230,1272,4394,929,3204,600.2,2463,464.3,2442
472,1,4,2828,11520,2558,10430,2035,8175,1494,5853,1094,4113,743.8,2926,629.8,2721
472,2,3,2100,9385,1908,8486,1519,6657,1105,4736,782.6,3291,479.6,2232,343,2120
472,2,4,2444,11450,2228,10420,1785,8275,1307,5916,932,4060,600.2,2628,468.9,2364
473,1,3,4445,13170,4023,11860,3177,9337,2318,6794,1647,4863,934.5,3163,487.9,2612
473,1,4,5160,17370,4691,15730,3729,12560,2723,9213,1915,6473,1082,3969,579.1,2982
473,2,3,6159,13430,5618,12130,4548,9645,3315,7026,2279,5096,1225,3395,587.6,2823
473,2,4,7027,17050,6414,15530,5211,12530,3802,9203,2607,6633,1404,4217,708.1,3221
474,1,3,2712,14180,2465,12920,1999,10450,1469,7660,1037,5203,658.8,3038,519.8,2311
474,1,4,3198,17980,2918,16450,2384,13400,1770,9851,1284,6597,901,3668,797.1,2581
474,2,3,3602,14450,3289,13190,2681,10650,1980,7805,1350,5286,762.5,3037,471.6,2206
474,2,4,4147,17870,3790,16340,3098,13240,2301,9732,1593,6543,978.3,3626,712.8,2472
475,1,3,4144,12890,3732,11610,2939,9143,2130,6613,1552,4694,937.4,3219,558.3,2848
475,1,4,4834,16410,4381,14850,3498,11850,2551,8612,1832,5999,1090,3911,636,3261
475,2,3,5730,13220,5216,11910,4218,9489,3091,6889,2125,4874,1147,3198,535.2,2698
475,2,4,6635,17120,6053,15460,4911,12460,3609,9088,2471,6303,1332,3909,628.7,3067
476,1,3,2834,9279,2589,8308,2095,6465,1533,4543,1041,3136,572.2,2133,333.6,2093
476,1,4,3423,11090,3137,10010,2549,7901,1869,5611,1261,3788,690.7,2443,442.5,2300
476,2,3,2232,10070,2026,9124,1644,7280,1192,5212,814.4,3508,461.6,2134,288.9,1822
476,2,4,2595,11860,2360,10790,1925,8676,1399,6242,957.9,4179,558.2,2488,384.6,2001
477,1,3,2916,8261,2628,7317,2069,5610,1520,4023,1124,3106,715.5,2468,481,2399
477,1,4,3442,10350,3118,9299,2481,7347,1838,5373,1352,4001,877.1,2938,615.4,2681
477,2,3,2130,7949,1928,7130,1534,5509,1118,3894,806.9,2845,510.4,2152,357.8,2149
477,2,4,2471,10120,2244,9163,1802,7264,1324,5206,966.9,3706,643.5,2615,477.7,2416
478,1,3,2387,9927,2196,9077,1808,7406,1323,5389,871.4,3553,446.2,1959,203.1,1366
478,1,4,2892,11640,2662,10660,2198,8719,1611,6352,1059,4170,548.6,2287,282.2,1540
478,2,3,3302,11190,3041,10230,2519,8386,1847,6131,1207,4064,596.8,2185,217.9,1363
478,2,4,3858,13010,3554,11910,2948,9790,2165,7159,1414,4734,703.8,2541,291.1,1548
479,1,3,7540,14800,6816,13380,5393,10640,3928,7834,2802,5718,1566,3872,789.3,3253
479,1,4,8724,18420,7898,16740,6278,13450,4584,9953,3253,7166,1796,4690,872,3728
479,2,3,7371,14430,6684,13080,5333,10460,3914,7690,2741,5585,1504,3741,733.5,3108
479,2,4,8526,18130,7746,16510,6203,13310,4561,9848,3176,7060,1726,4577,823.6,3607
480,1,3,4103,12130,3734,10880,2999,8512,2204,6237,1570,4597,937,3180,587.8,2839
480,1,4,4821,15590,4401,14130,3555,11320,2628,8418,1877,6054,1165,3875,794,3205
480,2,3,2721,11950,2475,10780,1984,8522,1469,6144,1086,4365,721.9,2858,531.9,2492
480,2,4,3199,15980,2928,14570,2387,11730,1805,8540,1371,5956,982.5,3573,774.4,2805
481,1,3,7063,15950,6429,14290,5179,11170,3797,8034,2642,5820,1481,4045,810.2,3579
481,1,4,8301,20520,7566,18580,6116,14830,4492,10740,3117,7562,1751,4838,996,4057
481,2,3,3575,14320,3233,12970,2553,10160,1876,7325,1394,5250,911.6,3538,671.1,3141
481,2,4,4207,18520,3823,16910,3052,13400,2275,9709,1704,6856,1148,4354,885.7,3558
482,1,3,2536,11320,2326,10330,1907,8407,1389,6123,916.1,4066,463.9,2242,213,1530
482,1,4,3021,13300,2773,12150,2276,9942,1657,7253,1090,4803,554.7,2610,275.7,1706
482,2,3,2203,11200,2021,10250,1667,8379,1220,6106,800.6,4028,400.3,2155,162.9,1298
482,2,4,2563,13040,2353,11950,1945,9791,1424,7141,934.5,4691,469.8,2486,205.5,1442
483,1,3,5249,14210,4746,12800,3793,10110,2758,7311,1948,5127,1096,3308,577,2749
483,1,4,6031,18540,5466,16820,4395,13450,3197,9789,2240,6812,1247,4150,666.7,3138
483,2,3,5038,14020,4556,12560,3613,10020,2638,7249,1894,5174,1088,3386,607,2823
483,2,4,5778,17880,5239,16100,4177,13050,3061,9514,2191,6724,1259,4185,717,3214
484,1,3,2600,9503,2377,8647,1944,6930,1424,5043,960.6,3461,526.7,2062,313.1,1683
484,1,4,3039,11880,2783,10880,2286,8855,1681,6500,1142,4476,658.5,2574,459.4,1948
484,2,3,2881,9321,2649,8545,2183,6945,1601,5074,1060,3422,550.9,1916,273.2,1416
484,2,4,3414,11610,3142,10690,2598,8798,1908,6465,1267,4347,680.5,2377,399,1637
485,1,3,3450,11390,3109,10220,2474,8124,1801,5941,1297,4395,783.3,2981,518.4,2486
485,1,4,4185,14470,3785,13100,3040,10610,2219,7816,1577,5709,943.5,3679,649.7,2857
485,2,3,3616,10390,3264,9312,2595,7350,1909,5336,1384,3911,848.5,2756,555.7,2453
485,2,4,4227,13320,3827,12090,3059,9766,2265,7164,1647,5079,1043,3371,737.3,2824
486,1,3,2250,9999,2069,9150,1706,7476,1251,5403,823,3533,415.6,1878,182.3,1281
486,1,4,2618,12040,2407,11040,1989,9080,1461,6580,961.9,4275,493.4,2216,248.9,1390
486,2,3,2110,10720,1937,9830,1595,8074,1170,5883,766.4,3849,380.2,1980,151.4,1169
486,2,4,2461,12980,2260,11930,1864,9850,1367,7196,894.9,4698,445,2364,199.8,1269
487,1,3,11890,18680,10770,16920,8572,13450,6260,9725,4416,6895,2405,4550,1095,3771
487,1,4,13960,22870,12680,20770,10170,16630,7429,12020,5171,8376,2758,5396,1206,4333
487,2,3,11820,18140,10730,16360,8538,12980,6255,9435,4394,6673,2386,4394,1061,3604
487,2,4,13940,22310,12680,20170,10160,16100,7446,11720,5171,8134,2752,5212,1171,4148
488,1,3,1890,8639,1700,7800,1342,6140,991.7,4418,749.3,3121,512.1,2061,412.1,1871
488,1,4,2199,11640,1988,10640,1586,8610,1199,6285,931.6,4327,696.8,2582,612.4,2086
488,2,3,2561,9253,2337,8415,1916,6758,1413,4881,964.7,3334,549.9,2030,339.6,1661
488,2,4,2984,11710,2730,10710,2248,8720,1667,6347,1146,4312,690.5,2519,492.8,1853
489,1,3,3920,13050,3537,11800,2803,9421,2048,6876,1473,4957,863.3,3209,503,2567
489,1,4,4512,16860,4082,15340,3253,12390,2385,9096,1709,6479,1005,3986,607.8,2948
489,2,3,3445,11930,3118,10730,2480,8560,1824,6263,1321,4582,819.8,3156,567.5,2774
489,2,4,4117,15010,3749,13620,3019,11050,2237,8178,1603,5860,998.7,3796,724.9,3143
490,1,3,2927,12300,2687,11180,2196,9033,1600,6478,1073,4298,576.4,2438,329.4,1886
490,1,4,3413,14850,3136,13540,2571,11030,1879,7913,1265,5208,705.4,2879,471.5,2117
490,2,3,2985,13600,2735,12420,2240,10070,1638,7268,1098,4773,580.7,2588,314.5,1787
490,2,4,3524,16380,3233,14990,2653,12210,1944,8819,1306,5757,714,3048,455.9,2008
491,1,3,6933,16200,6323,14570,5083,11580,3728,8251,2577,5835,1400,3773,663.7,3170
491,1,4,8286,21280,7579,19200,6132,15370,4507,11000,3078,7687,1644,4702,774,3632
491,2,3,4716,15410,4236,13920,3341,11030,2448,8043,1772,5615,1037,3608,597.6,3046
491,2,4,5531,20050,4994,18190,3970,14530,2916,10670,2084,7365,1209,4470,718.6,3505
492,1,3,2823,9491,2577,8562,2094,6777,1545,4885,1056,3446,592.5,2347,353.2,2189
492,1,4,3320,11790,3035,10710,2480,8597,1840,6229,1263,4348,739.8,2834,499.1,2472
492,2,3,2308,9530,2107,8640,1705,6899,1252,4987,867,3444,501.5,2160,308.3,1857
492,2,4,2670,11450,2442,10430,1986,8410,1468,6124,1027,4189,632.4,2565,437.1,2086
493,1,3,2752,8693,2478,7804,1936,6111,1412,4456,1055,3344,679.2,2380,475.8,2168
493,1,4,3171,11120,2871,10130,2267,8149,1668,6040,1245,4411,819.4,2875,600.2,2426
493,2,3,3036,8942,2758,8027,2216,6267,1614,4532,1129,3228,670.7,2216,445.7,2079
493,2,4,3555,11950,3241,10880,2621,8720,1923,6394,1348,4389,840.8,2680,621,2313
494,1,3,1447,6510,1330,5954,1096,4818,803.8,3478,532.8,2298,278.7,1288,145.8,1003
494,1,4,1678,7578,1545,6944,1275,5637,937.1,4076,623.3,2687,337.4,1491,203.1,1089
494,2,3,1418,6936,1302,6322,1071,5156,784.9,3749,519.6,2469,268.1,1333,126.7,917.5
494,2,4,1673,8044,1539,7341,1269,6005,930.7,4370,615.5,2875,323.5,1540,172.8,995.5
495,1,3,6621,17250,5992,15580,4749,12520,3450,9065,2439,6345,1374,4098,723.2,3376
495,1,4,7546,22480,6848,20390,5456,16460,3974,11950,2789,8214,1561,5029,827.9,3852
495,2,3,4968,15570,4488,14100,3552,11290,2579,8247,1844,5963,1062,3974,603.2,3285
495,2,4,5817,20080,5274,18270,4207,14760,3057,10820,2164,7735,1231,4927,703.3,3797
496,1,3,2017,8517,1802,7623,1401,5994,1033,4344,806,3127,570.5,2188,454.9,2088
496,1,4,2344,11400,2113,10340,1679,8371,1276,6157,1010,4322,756.8,2716,640.6,2317
496,2,3,2427,8957,2216,8061,1789,6363,1322,4604,934.7,3226,570,2115,393.5,1948
496,2,4,2813,11760,2574,10670,2094,8565,1568,6285,1136,4355,753.5,2618,577.6,2177
497,1,3,4158,11670,3785,10520,3036,8360,2219,6104,1565,4388,901,2939,529.9,2467
497,1,4,4834,14640,4412,13300,3556,10720,2609,7899,1837,5604,1064,3589,660.3,2805
497,2,3,3518,10120,3193,9119,2552,7256,1876,5301,1352,3866,839.4,2730,560.3,2455
497,2,4,4065,13100,3702,11950,2980,9724,2213,7183,1604,5118,1041,3370,742.9,2794
498,1,3,2623,10720,2406,9774,1978,7947,1449,5747,964.1,3830,499.8,2131,245.3,1591
498,1,4,3121,12700,2867,11610,2362,9508,1735,6903,1155,4569,610.7,2469,346.2,1780
498,2,3,2743,10630,2522,9723,2087,7943,1530,5779,1005,3826,504,2056,203.4,1352
498,2,4,3217,12590,2960,11550,2455,9492,1801,6928,1183,4555,598,2403,278.2,1511
499,1,3,6686,15410,6087,13910,4906,10990,3587,8024,2480,5779,1344,3725,631.3,2900
499,1,4,7604,19390,6933,17600,5604,14050,4108,10300,2831,7343,1544,4611,771.1,3353
499,2,3,6379,14100,5809,12690,4719,10020,3453,7259,2359,5218,1269,3397,620.1,2740
499,2,4,7523,17790,6860,16120,5590,12890,4094,9387,2785,6633,1499,4128,767.5,3119
500,1,3,2685,10360,2443,9389,1988,7492,1456,5377,1003,3701,565,2368,342.9,2091
500,1,4,3130,12390,2852,11280,2331,9104,1718,6566,1193,4483,698.3,2781,482.9,2352
500,2,3,2855,10120,2611,9210,2137,7389,1573,5325,1053,3604,561.9,2141,297.9,1742
500,2,4,3289,11920,3011,10900,2468,8790,1821,6372,1225,4299,676.4,2514,413.6,1961
501,1,3,3400,10820,3051,9709,2390,7635,1760,5601,1311,4181,818.3,2967,536.8,2676
501,1,4,3977,13670,3586,12370,2841,9917,2111,7354,1560,5386,977.5,3569,671.2,3025
501,2,3,2833,9250,2554,8290,2031,6515,1492,4738,1106,3565,708.9,2661,499.3,2481
501,2,4,3421,11890,3103,10810,2494,8752,1849,6464,1376,4710,913,3253,680.7,2777
502,1,3,1872,9232,1721,8465,1422,6924,1036,5069,675.7,3366,336.1,1792,125.2,1129
502,1,4,2169,10920,1996,10040,1652,8248,1204,6058,783.6,4020,389.6,2120,151.2,1252
502,2,3,1885,8498,1735,7781,1437,6374,1055,4682,686.9,3084,332.9,1630,106.6,969.7
502,2,4,2220,9949,2044,9122,1697,7493,1248,5514,810.5,3630,392.1,1909,126.1,1066
503,1,3,5865,14730,5254,13300,4124,10560,3007,7682,2195,5555,1275,3735,680.7,3112
503,1,4,6860,18600,6173,16870,4888,13510,3579,9880,2574,7058,1463,4572,757.8,3602
503,2,3,5907,15230,5321,13720,4166,11000,3045,7999,2193,5699,1257,3746,653.9,3082
503,2,4,6935,19510,6270,17600,4950,14250,3630,10400,2579,7314,1447,4606,730.6,3564
504,1,3,2999,10320,2723,9248,2183,7237,1604,5185,1144,3696,705,2680,475.3,2623
504,1,4,3523,13480,3216,12230,2600,9827,1927,7115,1379,4899,898.8,3209,672.5,2975
504,2,3,2415,10100,2199,9155,1767,7297,1294,5294,912.8,3718,550.2,2397,370.9,2155
504,2,4,2854,12830,2606,11730,2108,9550,1553,7046,1110,4892,712.8,2944,544.5,2454
505,1,3,4526,14800,4088,13290,3227,10370,2355,7456,1697,5428,996.4,3745,577.1,3230
505,1,4,5301,18620,4810,16880,3829,13370,2811,9671,2013,6917,1168,4531,672.7,3735
505,2,3,7042,14000,6434,12580,5224,9878,3829,7156,2617,5191,1396,3526,624.4,3034
505,2,4,8117,17860,7428,16170,6047,12880,4437,9375,3033,6639,1627,4265,756.9,3516
506,1,3,3202,11000,2940,10020,2423,8040,1775,5838,1189,3961,638.3,2341,365.9,1867
506,1,4,3792,13440,3490,12300,2891,9987,2124,7327,1428,4956,802.4,2835,550,2067
506,2,3,2738,11350,2512,10360,2060,8467,1515,6154,1014,4123,535,2311,289.5,1620
506,2,4,3231,13540,2971,12390,2445,10190,1807,7454,1215,4988,668.6,2763,430.8,1794
507,1,3,3635,11050,3264,9983,2558,7960,1859,5746,1357,4040,789.3,2589,429.1,2178
507,1,4,4256,15190,3841,13800,3041,11130,2215,8039,1591,5503,903.3,3233,477.5,2473
507,2,3,3346,10250,3030,9314,2384,7444,1744,5454,1249,3881,708.9,2475,378.2,1971
507,2,4,3908,13870,3552,12670,2818,10210,2066,7513,1463,5282,814.9,3182,427.9,2258
508,1,3,2300,10170,2105,9289,1723,7543,1289,5561,901.9,3859,560.6,2387,400.3,1953
508,1,4,2768,13620,2544,12500,2108,10350,1602,7711,1149,5341,780.2,3142,606.3,2258
508,2,3,2504,10310,2296,9447,1893,7772,1392,5704,946.6,3843,530.4,2195,324.3,1642
508,2,4,2939,13080,2701,12070,2240,10050,1661,7462,1149,4996,693.7,2773,482.5,1867
509,1,3,3549,13160,3176,11700,2466,9042,1817,6548,1390,4916,939.3,3566,678.2,3248
509,1,4,4163,16360,3753,14760,2968,11770,2221,8705,1691,6368,1170,4323,876.3,3669
509,2,3,3848,11900,3508,10670,2857,8412,2083,6056,1432,4311,824.3,2947,530.4,2730
509,2,4,4552,14970,4165,13540,3416,10900,2498,7958,1714,5582,1024,3613,724.2,3109
510,1,3,2817,11930,2578,10880,2117,8856,1552,6418,1030,4252,537.1,2321,276.6,1690
510,1,4,3288,14070,3011,12870,2478,10530,1818,7661,1209,5072,644.1,2719,387.5,1895
510,2,3,3072,12980,2824,11890,2324,9732,1702,7072,1121,4667,574.5,2475,265.6,1615
510,2,4,3613,15380,3326,14120,2743,11610,2010,8469,1324,5591,690.5,2923,367.9,1804
511,1,3,6392,13560,5758,12240,4560,9649,3327,6954,2362,4985,1322,3407,666.9,2966
511,1,4,7426,17420,6713,15790,5353,12590,3915,9080,2744,6404,1507,4206,753.6,3472
511,2,3,5793,13270,5235,11920,4139,9466,3021,6865,2161,4880,1223,3343,618.8,2858
511,2,4,6709,17120,6085,15470,4850,12380,3552,9050,2507,6294,1404,4160,710.7,3343
512,1,3,2168,8934,1924,7901,1482,6076,1086,4349,849,3251,592.4,2415,455.8,2211
512,1,4,2576,11540,2304,10340,1807,8177,1340,5914,1033,4202,738.6,2862,608.2,2457
512,2,3,2293,8714,2082,7800,1662,6139,1214,4418,855.3,3147,515.1,2162,355.6,1996
512,2,4,2684,11050,2447,9976,1969,8014,1448,5820,1022,4033,642,2559,476.2,2206
513,1,3,4715,13440,4252,12120,3361,9569,2472,6902,1794,4989,1058,3441,635.5,3029
513,1,4,5422,17130,4899,15560,3892,12480,2873,9050,2084,6442,1242,4220,783.9,3455
513,2,3,3905,11530,3523,10290,2789,7989,2047,5641,1508,4169,930.8,3091,601,2990
513,2,4,4511,14590,4088,13180,3265,10520,2413,7530,1771,5427,1113,3733,762,3368
514,1,3,2538,10210,2327,9334,1913,7572,1398,5474,928.1,3642,484.9,2026,256.7,1420
514,1,4,3010,12040,2762,11030,2276,8994,1667,6518,1108,4320,596.7,2372,374.9,1580
514,2,3,3094,11050,2848,10090,2356,8281,1728,6029,1132,3975,564.8,2111,217.3,1274
514,2,4,3625,12890,3340,11790,2766,9693,2031,7064,1331,4642,670.3,2444,299.1,1421
515,1,3,6752,13010,6172,11770,4997,9403,3665,6919,2491,4946,1311,3197,555.5,2514
515,1,4,7685,17380,7035,15810,5713,12730,4193,9403,2838,6624,1491,4081,648.8,2891
515,2,3,5891,13040,5360,11760,4336,9421,3179,6886,2196,4905,1182,3196,569.9,2579
515,2,4,6845,17030,6234,15460,5055,12500,3708,9149,2553,6425,1372,3992,687.3,2972
516,1,3,2768,13400,2542,12280,2078,10090,1520,7433,1025,4932,567.2,2702,349.4,1974
516,1,4,3209,16710,2953,15390,2427,12740,1787,9468,1217,6275,720.2,3327,517.2,2220
516,2,3,2875,13100,2642,12020,2180,9891,1600,7245,1061,4794,557.1,2583,290.6,1697
516,2,4,3393,16260,3122,14980,2584,12410,1901,9132,1264,6038,689,3208,427.7,1908
