RunNumber,Turbine,m,RootMxb1,RootMyb1,Spn1MLxb1,Spn1MLyb1,Spn2MLxb1,Spn2MLyb1,Spn3MLxb1,Spn3MLyb1,Spn4MLxb1,Spn4MLyb1,Spn5MLxb1,Spn5MLyb1,Spn6MLxb1,Spn6MLyb1
143,2,10,6546,7697,5034,7182,3016,4848,1394,2581,473.3,1102,75.31,234.2,1.166,4.321
143,2,11,6656,8051,5129,7509,3076,5069,1422,2698,482.9,1152,76.99,245,1.195,4.518
143,2,12,6752,8376,5214,7811,3130,5274,1448,2805,491.6,1198,78.54,254.8,1.222,4.698
143,2,13,6836,8674,5291,8090,3178,5462,1471,2903,499.5,1240,79.98,263.7,1.247,4.862
144,1,9,6350,4506,4919,4438,2899,2918,1312,1553,439.7,639.6,69.28,134.7,1.033,2.357
144,1,10,6484,4772,5018,4676,2958,3071,1340,1639,449.4,674.5,70.92,141.4,1.058,2.47
144,1,11,6598,5016,5101,4896,3007,3211,1363,1719,457.8,707,72.35,147.6,1.08,2.574
144,1,12,6696,5240,5171,5099,3050,3341,1383,1793,465.1,737.3,73.63,153.4,1.099,2.671
144,1,13,6783,5445,5233,5285,3087,3460,1400,1861,471.6,765.2,74.79,158.7,1.117,2.761
144,2,9,6083,3095,4741,3436,2787,2278,1258,1193,419.1,495.4,65.14,103,0.9402,1.755
144,2,10,6223,3267,4848,3619,2851,2404,1287,1259,429.3,521.8,66.83,108.1,0.9652,1.84
144,2,11,6342,3423,4939,3785,2904,2517,1312,1318,438.1,545.9,68.3,112.7,0.987,1.917
144,2,12,6444,3564,5016,3936,2950,2620,1333,1371,445.8,567.7,69.6,116.9,1.006,1.987
144,2,13,6532,3692,5082,4073,2990,2713,1351,1419,452.5,587.6,70.77,120.8,1.024,2.051
145,1,9,6353,5746,5052,5607,2981,3813,1346,2100,452.8,900.2,73.07,199,1.143,3.688
145,1,10,6488,6003,5155,5875,3042,3998,1375,2206,463.8,945,75.26,209.5,1.183,3.885
145,1,11,6604,6232,5243,6114,3095,4161,1400,2301,473.5,985,77.23,218.9,1.22,4.062
145,1,12,6706,6436,5319,6327,3141,4308,1422,2386,482.2,1021,79.04,227.3,1.254,4.222
145,1,13,6798,6619,5386,6518,3182,4439,1442,2464,490,1053,80.7,234.9,1.286,4.365
145,2,9,6358,5841,5063,5532,2998,3736,1374,2051,474.8,868,77.86,178.3,1.164,3.261
145,2,10,6517,6203,5172,5874,3065,3970,1409,2184,491,925.8,81.09,189.5,1.213,3.459
145,2,11,6657,6525,5264,6181,3122,4179,1440,2304,506.2,977.7,84.12,199.6,1.259,3.636
145,2,12,6784,6815,5345,6459,3172,4367,1468,2412,520.3,1025,86.95,208.6,1.302,3.796
145,2,13,6900,7075,5415,6709,3217,4537,1494,2510,533.6,1067,89.59,216.8,1.342,3.939
146,1,9,5907,2960,4680,3004,2751,2014,1226,1102,401.5,453.2,61.34,92.19,0.8765,1.535
146,1,10,6046,3146,4789,3167,2815,2131,1256,1168,411.4,478.5,62.94,96.9,0.9003,1.61
146,1,11,6163,3311,4881,3314,2870,2237,1280,1227,419.8,501.4,64.32,101.2,0.9209,1.678
146,1,12,6262,3460,4959,3448,2916,2333,1301,1280,427,522.1,65.53,105.1,0.9391,1.739
146,1,13,6349,3593,5026,3570,2956,2419,1319,1328,433.4,540.6,66.6,108.6,0.9554,1.795
146,2,9,5762,2506,4577,2605,2669,1715,1180,919.1,381.8,388,57.46,79.07,0.8095,1.336
146,2,10,5900,2659,4687,2721,2733,1801,1208,970.3,391,409.2,58.89,82.84,0.8301,1.401
146,2,11,6015,2796,4779,2826,2786,1880,1232,1017,398.7,428.6,60.1,86.31,0.8477,1.461
146,2,12,6113,2919,4857,2922,2832,1951,1252,1060,405.3,446.3,61.14,89.49,0.8629,1.516
146,2,13,6198,3030,4924,3009,2871,2016,1269,1098,411,462.5,62.04,92.41,0.8762,1.566
147,1,9,6611,6530,5043,6306,3011,4352,1402,2421,491.9,1031,81.89,211.8,1.247,3.889
147,1,10,6760,6860,5147,6625,3075,4579,1436,2556,507.4,1091,85.05,223.6,1.295,4.104
147,1,11,6892,7153,5236,6909,3131,4783,1467,2676,521.9,1145,87.95,234.3,1.34,4.297
147,1,12,7010,7414,5313,7164,3179,4965,1494,2783,535.4,1193,90.63,243.9,1.38,4.471
147,1,13,7117,7647,5381,7394,3222,5129,1519,2880,548.1,1237,93.1,252.7,1.418,4.629
147,2,9,6597,5762,5127,5732,3049,3964,1408,2201,490.4,944.8,81,196,1.235,3.526
147,2,10,6742,6051,5229,6013,3111,4170,1439,2325,503.3,999.9,83.51,207,1.275,3.723
147,2,11,6868,6309,5316,6264,3165,4355,1467,2435,514.8,1049,85.78,216.9,1.312,3.899
147,2,12,6979,6541,5391,6490,3212,4521,1491,2533,525.1,1094,87.84,225.8,1.346,4.057
147,2,13,7078,6749,5457,6694,3253,4670,1512,2622,534.4,1133,89.73,233.8,1.377,4.199
148,1,9,6077,2970,4801,2990,2828,1916,1269,1009,418.5,427,64.5,89.99,0.9276,1.608
148,1,10,6213,3152,4908,3147,2892,2020,1298,1066,428.3,451.2,66.11,94.92,0.9515,1.697
148,1,11,6326,3313,4998,3289,2945,2114,1322,1118,436.7,473.1,67.5,99.42,0.9722,1.778
148,1,12,6424,3456,5074,3419,2991,2199,1343,1164,443.9,492.8,68.72,103.5,0.9904,1.851
148,1,13,6508,3584,5141,3536,3031,2275,1361,1207,450.3,510.6,69.8,107.2,1.007,1.916
148,2,9,5695,2387,4618,2094,2682,1366,1174,767.4,372.4,336.4,54.92,71.73,0.7755,1.206
148,2,10,5830,2536,4726,2208,2745,1445,1202,814.6,381.3,356.3,56.3,75.29,0.7956,1.261
148,2,11,5943,2670,4817,2311,2797,1516,1225,857.2,388.9,374.5,57.47,78.57,0.8129,1.311
148,2,12,6039,2791,4894,2405,2842,1581,1245,895.8,395.4,391,58.49,81.58,0.8279,1.358
148,2,13,6122,2899,4960,2491,2881,1639,1262,930.5,401,405.9,59.37,84.34,0.8411,1.4
149,1,9,6434,4890,5027,4792,2969,3234,1347,1775,455.7,758.2,72.38,159.6,1.096,2.874
149,1,10,6568,5131,5127,5023,3028,3387,1375,1861,466.2,795.8,74.32,167.6,1.126,3.017
149,1,11,6683,5347,5211,5231,3079,3524,1399,1938,475.5,829,76.08,174.8,1.154,3.145
149,1,12,6783,5542,5283,5419,3123,3647,1420,2006,483.7,858.5,77.7,181.2,1.18,3.26
149,1,13,6871,5719,5346,5590,3161,3758,1438,2067,491.2,884.9,79.2,186.9,1.204,3.363
149,2,9,6119,4662,4916,4224,2897,2851,1302,1543,430.8,633.3,66.88,128.1,0.976,2.272
149,2,10,6257,4943,5024,4487,2962,3026,1332,1633,441,669.1,68.57,134.8,1.002,2.399
149,2,11,6374,5193,5116,4721,3017,3183,1357,1714,449.8,701,70.04,140.8,1.025,2.512
149,2,12,6476,5417,5195,4931,3064,3323,1379,1787,457.4,729.7,71.34,146.1,1.046,2.615
149,2,13,6565,5618,5264,5119,3105,3448,1398,1853,464.1,755.5,72.49,151,1.064,2.707
150,1,9,5710,1505,4525,1908,2633,1150,1161,559.2,373.5,218.4,55.41,45.26,0.7711,0.7774
150,1,10,5846,1596,4633,1989,2696,1203,1189,586,382.5,228.5,56.76,47.21,0.7899,0.8167
150,1,11,5960,1679,4723,2064,2749,1251,1212,610.3,390,237.7,57.88,49.04,0.8058,0.8543
150,1,12,6057,1755,4799,2132,2793,1295,1232,632.4,396.3,246.1,58.85,50.75,0.8194,0.8898
150,1,13,6141,1824,4865,2195,2831,1335,1249,652.6,401.8,253.8,59.68,52.34,0.8311,0.9232
150,2,9,5673,1113,4507,1643,2624,956.2,1160,442.8,370.9,168.9,55,34.98,0.7607,0.595
150,2,10,5811,1174,4617,1705,2688,996.7,1189,462.7,380,176.8,56.35,36.44,0.7795,0.619
150,2,11,5927,1230,4709,1761,2742,1033,1212,480.6,387.6,183.9,57.49,37.77,0.7953,0.6416
150,2,12,6025,1282,4787,1812,2787,1067,1233,496.8,394.1,190.3,58.45,38.99,0.8088,0.6627
150,2,13,6110,1329,4855,1860,2826,1098,1250,511.5,399.6,196.1,59.28,40.11,0.8204,0.6825
151,1,9,6426,6767,5005,6487,3074,4276,1468,2249,515.4,949.2,84.16,207,1.289,3.984
151,1,10,6564,7066,5123,6785,3150,4485,1506,2367,529,1003,86.59,217.9,1.329,4.189
151,1,11,6682,7335,5226,7057,3218,4674,1539,2473,541.2,1052,88.81,227.8,1.365,4.376
151,1,12,6786,7580,5319,7303,3278,4845,1569,2570,552.2,1096,90.84,236.7,1.399,4.546
151,1,13,6879,7802,5402,7529,3333,5001,1596,2657,562.2,1136,92.72,244.8,1.432,4.701
151,2,9,6489,6684,5059,6385,3089,4267,1469,2273,512.3,961.1,82.86,207.7,1.266,3.907
151,2,10,6628,6983,5178,6680,3163,4476,1506,2394,525.7,1016,85.18,219.3,1.302,4.122
151,2,11,6748,7251,5281,6947,3229,4665,1538,2503,537.7,1065,87.26,229.7,1.335,4.319
151,2,12,6854,7494,5374,7190,3288,4835,1568,2601,548.4,1109,89.15,239.2,1.364,4.498
151,2,13,6948,7714,5458,7411,3341,4989,1595,2689,558.2,1149,90.88,247.8,1.391,4.662
152,1,9,6362,4408,4945,4442,2914,2912,1324,1499,446.9,617.9,71.03,131.9,1.055,2.359
152,1,10,6498,4653,5046,4669,2974,3062,1353,1572,457.3,645.5,72.85,137.5,1.083,2.464
152,1,11,6613,4872,5131,4874,3026,3197,1378,1639,466.5,670.6,74.45,142.6,1.107,2.561
152,1,12,6712,5071,5204,5059,3070,3319,1399,1700,474.5,693.5,75.89,147.3,1.13,2.649
152,1,13,6800,5249,5267,5226,3109,3430,1418,1756,481.7,714.4,77.19,151.6,1.15,2.73
152,2,9,6150,3299,4763,3671,2812,2396,1278,1255,431.1,526.6,67.95,110.7,0.9801,1.846
152,2,10,6292,3468,4872,3847,2877,2510,1308,1312,441.8,550.6,69.76,115.8,1.007,1.927
152,2,11,6411,3621,4964,4007,2932,2613,1333,1364,451.1,572.1,71.33,120.4,1.03,2.002
152,2,12,6513,3760,5042,4153,2979,2707,1355,1410,459.2,591.6,72.71,124.6,1.05,2.07
152,2,13,6602,3885,5109,4285,3020,2792,1375,1452,466.3,609.3,73.96,128.5,1.069,2.133
153,1,9,6500,6005,5031,5761,2978,4003,1370,2226,470.7,945.5,76.96,196.7,1.184,3.625
153,1,10,6641,6271,5132,6018,3039,4189,1400,2336,482.5,993,79.34,206.2,1.223,3.814
153,1,11,6762,6510,5218,6249,3092,4356,1426,2434,493.1,1036,81.53,215,1.259,3.987
153,1,12,6869,6727,5292,6460,3138,4507,1448,2523,502.7,1075,83.56,223,1.292,4.146
153,1,13,6964,6922,5358,6651,3178,4644,1469,2604,511.5,1111,85.46,230.3,1.324,4.29
153,2,9,6579,6454,5087,6206,3032,4118,1400,2115,484.8,863.6,79.51,178.8,1.19,3.182
153,2,10,6738,6838,5199,6564,3100,4357,1434,2231,498.1,910.2,81.94,188.1,1.228,3.354
153,2,11,6876,7177,5294,6881,3159,4570,1463,2334,509.9,951.8,84.11,196.6,1.262,3.508
153,2,12,6999,7477,5377,7163,3210,4758,1490,2426,520.6,989,86.08,204.2,1.293,3.648
153,2,13,7111,7743,5450,7415,3256,4927,1513,2509,530.3,1022,87.89,211,1.321,3.773
154,1,9,5921,2498,4726,2787,2766,1804,1233,934,401.6,376.6,60.54,79.34,0.8644,1.404
154,1,10,6055,2644,4833,2961,2829,1921,1261,996,410.9,399.3,61.98,83.39,0.8854,1.472
154,1,11,6166,2778,4922,3119,2881,2027,1284,1053,418.7,420.2,63.2,87.1,0.9034,1.534
154,1,12,6262,2901,4997,3263,2926,2122,1304,1104,425.4,439.3,64.25,90.48,0.919,1.59
154,1,13,6344,3012,5063,3394,2964,2209,1322,1150,431.2,456.8,65.18,93.57,0.9328,1.642
154,2,9,5772,1993,4570,2377,2662,1518,1180,777,382.2,314.7,57.7,65.1,0.8148,1.133
154,2,10,5909,2089,4678,2487,2725,1596,1208,818.4,391.3,331.3,59.11,68.2,0.8349,1.185
154,2,11,6023,2178,4768,2589,2778,1667,1232,856.8,399,346.6,60.29,71.07,0.852,1.232
154,2,12,6120,2259,4845,2683,2823,1733,1252,892.3,405.5,360.7,61.31,73.73,0.8666,1.276
154,2,13,6204,2335,4911,2770,2862,1794,1269,925.1,411.2,373.7,62.19,76.18,0.8793,1.317
155,1,9,6644,7083,5056,6828,3049,4630,1424,2514,492.6,1057,79.97,221.4,1.236,4.075
155,1,10,6788,7431,5168,7162,3118,4855,1457,2636,505,1111,82.35,232.9,1.276,4.284
155,1,11,6914,7748,5264,7467,3178,5058,1487,2746,516.1,1159,84.54,243.3,1.313,4.472
155,1,12,7026,8037,5349,7748,3232,5243,1513,2844,526.1,1203,86.58,252.7,1.347,4.642
155,1,13,7125,8302,5426,8007,3281,5412,1537,2933,535.3,1242,88.5,261.2,1.379,4.796
155,2,9,6723,6922,5081,6761,3039,4646,1417,2565,499.7,1122,83.32,234,1.277,4.261
155,2,10,6885,7242,5193,7086,3110,4874,1455,2692,516.6,1179,86.69,245.5,1.328,4.468
155,2,11,7030,7530,5290,7382,3172,5079,1489,2806,532.4,1229,89.85,255.7,1.375,4.652
155,2,12,7163,7789,5376,7653,3227,5267,1520,2910,547.3,1274,92.81,264.8,1.42,4.817
155,2,13,7285,8024,5453,7901,3277,5437,1549,3004,561.5,1315,95.57,273,1.461,4.965
156,1,9,6156,3285,4898,3380,2898,2277,1312,1206,435.2,496.4,67.75,106.6,0.9909,1.87
156,1,10,6295,3470,5007,3559,2963,2407,1342,1276,445.8,523.3,69.58,112,1.02,1.958
156,1,11,6413,3639,5098,3723,3018,2526,1368,1341,455,547.8,71.18,116.9,1.046,2.037
156,1,12,6514,3792,5177,3874,3065,2634,1390,1399,462.9,570.1,72.61,121.4,1.069,2.11
156,1,13,6602,3932,5245,4013,3106,2733,1409,1452,470,590.4,73.9,125.6,1.09,2.176
156,2,9,5859,2344,4664,2524,2729,1664,1217,892.3,397.5,375.9,60.55,85.27,0.8581,1.441
156,2,10,5997,2466,4773,2638,2794,1749,1246,940.7,407.5,394.7,62.2,89.7,0.8824,1.514
156,2,11,6113,2578,4864,2743,2848,1828,1271,985.2,416.1,411.9,63.65,93.71,0.9037,1.58
156,2,12,6212,2680,4942,2839,2894,1899,1292,1026,423.5,427.5,64.93,97.34,0.9226,1.64
156,2,13,6298,2773,5009,2927,2934,1965,1311,1063,430.1,441.8,66.07,100.6,0.9396,1.694
157,1,9,6608,5756,5083,5554,3021,3787,1393,2070,481.6,869,78.77,178.8,1.187,3.22
157,1,10,6752,6037,5186,5800,3084,3958,1424,2170,493.6,911.2,80.96,187.2,1.222,3.371
157,1,11,6876,6290,5274,6020,3138,4112,1451,2260,504.2,949,82.92,194.8,1.252,3.507
157,1,12,6985,6517,5350,6218,3184,4250,1474,2341,513.7,982.9,84.68,201.7,1.28,3.628
157,1,13,7081,6722,5416,6397,3225,4376,1495,2414,522.3,1013,86.29,207.9,1.305,3.737
157,2,9,6202,5046,4887,4780,2887,3205,1304,1734,438.6,720.5,69.77,143.6,1.029,2.529
157,2,10,6346,5391,4996,5077,2952,3412,1335,1849,449.7,767.7,71.69,152.5,1.059,2.693
157,2,11,6470,5699,5087,5343,3008,3598,1361,1952,459.3,810.2,73.38,160.5,1.085,2.84
157,2,12,6577,5972,5166,5581,3055,3765,1383,2045,467.7,848.3,74.88,167.8,1.109,2.973
157,2,13,6672,6216,5234,5796,3096,3915,1403,2127,475.2,882.5,76.23,174.4,1.13,3.092
158,1,9,5773,2061,4600,2289,2680,1442,1184,746.7,381.2,304.7,57.39,65.44,0.8087,1.098
158,1,10,5908,2191,4708,2400,2743,1519,1212,790.9,390.3,321.8,58.77,68.69,0.8283,1.149
158,1,11,6021,2310,4799,2502,2796,1591,1235,832.2,397.8,337.8,59.93,71.74,0.8449,1.198
158,1,12,6117,2419,4876,2597,2841,1657,1255,870.5,404.3,352.6,60.92,74.57,0.8591,1.245
158,1,13,6200,2518,4942,2685,2879,1719,1272,905.8,409.9,366.2,61.78,77.2,0.8715,1.288
158,2,9,5689,1501,4503,1969,2621,1192,1160,590.4,372.8,239.4,55.57,49.89,0.7786,0.8356
158,2,10,5826,1581,4612,2044,2684,1242,1188,619.1,381.7,252.7,56.93,52.25,0.7978,0.8706
158,2,11,5941,1654,4703,2113,2737,1288,1212,645.9,389.3,265.2,58.06,54.47,0.8139,0.904
158,2,12,6038,1722,4780,2176,2782,1331,1231,671.1,395.6,276.9,59.03,56.57,0.8277,0.9356
158,2,13,6122,1784,4846,2234,2821,1371,1248,694.6,401.1,287.8,59.86,58.53,0.8397,0.9655
159,1,9,6402,6827,4898,6359,2937,4308,1359,2341,464.4,1015,73.73,213.8,1.136,3.972
159,1,10,6532,7217,5003,6712,3002,4555,1390,2480,475.8,1080,75.73,227.6,1.169,4.231
159,1,11,6643,7567,5094,7034,3060,4778,1418,2603,485.9,1137,77.53,240,1.199,4.463
159,1,12,6739,7881,5174,7327,3110,4979,1443,2713,495.1,1189,79.2,251.1,1.228,4.672
159,1,13,6825,8164,5246,7594,3156,5160,1465,2812,503.5,1235,80.75,261,1.254,4.86
159,2,9,6345,6463,4914,6077,2914,4164,1331,2310,450.7,996,71.77,206.5,1.109,3.757
159,2,10,6474,6793,5018,6375,2977,4381,1361,2441,461.5,1054,73.76,217.9,1.143,3.956
159,2,11,6586,7089,5107,6643,3032,4575,1386,2558,471.1,1105,75.59,228,1.175,4.135
159,2,12,6683,7357,5185,6885,3080,4751,1409,2664,479.7,1152,77.29,237.1,1.204,4.296
159,2,13,6770,7599,5254,7105,3123,4910,1429,2760,487.6,1193,78.9,245.3,1.233,4.442
160,1,9,6451,5321,5014,5337,2955,3436,1344,1797,454.5,726.4,71.86,150.1,1.085,2.764
160,1,10,6600,5651,5117,5642,3017,3633,1373,1908,465.7,771.2,73.78,159.4,1.116,2.93
160,1,11,6729,5952,5204,5918,3069,3811,1399,2008,475.5,812.3,75.49,168,1.145,3.084
160,1,12,6844,6227,5279,6171,3114,3973,1421,2099,484.2,850,77.03,175.9,1.171,3.225
160,1,13,6947,6478,5344,6401,3153,4121,1440,2182,492.2,884.4,78.44,183.2,1.195,3.355
160,2,9,6167,4381,4839,4477,2855,2897,1286,1482,429.5,589.1,67.25,114.2,0.9797,1.986
160,2,10,6318,4690,4950,4775,2921,3097,1317,1585,440.6,629.5,69.15,121.3,1.009,2.106
160,2,11,6446,4967,5044,5043,2978,3277,1343,1678,450.1,665.9,70.81,127.7,1.035,2.215
160,2,12,6559,5215,5125,5285,3027,3440,1366,1762,458.5,698.8,72.28,133.5,1.057,2.314
160,2,13,6658,5438,5196,5504,3070,3586,1386,1838,466,728.4,73.6,138.8,1.078,2.405
161,1,9,6707,6126,5139,6041,3075,4095,1419,2243,491.6,961.7,80.92,202.2,1.241,3.583
161,1,10,6865,6415,5248,6321,3144,4292,1453,2353,505.5,1009,83.61,212.1,1.284,3.753
161,1,11,7004,6673,5343,6571,3205,4466,1484,2452,518,1052,86.05,221,1.322,3.905
161,1,12,7128,6903,5426,6794,3259,4623,1512,2540,529.4,1090,88.28,228.9,1.357,4.041
161,1,13,7240,7110,5500,6996,3308,4764,1537,2619,539.8,1124,90.31,236.1,1.389,4.164
161,2,9,6477,5333,5141,5167,3057,3469,1401,1874,476.8,788.5,76.89,163.5,1.152,2.893
161,2,10,6628,5612,5254,5430,3127,3645,1436,1970,490.1,829.5,79.31,171.7,1.19,3.037
161,2,11,6759,5865,5350,5667,3188,3803,1468,2057,501.9,866.9,81.5,179.3,1.224,3.167
161,2,12,6874,6096,5434,5882,3242,3946,1496,2137,512.6,901.1,83.5,186.2,1.256,3.287
161,2,13,6977,6306,5509,6077,3291,4076,1522,2209,522.4,932.3,85.34,192.4,1.285,3.395
162,1,9,5980,2623,4728,2843,2776,1809,1241,953.5,406.3,394.5,62.03,82.79,0.8876,1.445
162,1,10,6118,2776,4836,3001,2840,1915,1270,1014,416.1,418.5,63.58,87.21,0.9101,1.52
162,1,11,6234,2919,4926,3148,2894,2012,1295,1070,424.3,440.6,64.9,91.32,0.9294,1.591
162,1,12,6334,3051,5003,3283,2939,2102,1316,1121,431.5,460.9,66.04,95.12,0.9462,1.656
162,1,13,6420,3173,5070,3408,2979,2184,1334,1167,437.7,479.6,67.05,98.62,0.961,1.717
162,2,9,5682,2112,4603,2159,2672,1364,1170,731.5,372.7,316.3,55.26,67.47,0.7746,1.156
162,2,10,5816,2221,4712,2281,2736,1446,1197,773.8,381.7,332.7,56.62,70.58,0.794,1.206
162,2,11,5929,2322,4803,2393,2789,1522,1221,812.8,389.2,347.7,57.77,73.47,0.8104,1.252
162,2,12,6025,2416,4880,2496,2834,1591,1240,848.6,395.6,361.5,58.75,76.14,0.8246,1.296
162,2,13,6107,2503,4947,2591,2872,1653,1257,881.3,401.1,374.1,59.61,78.63,0.837,1.336
163,1,9,6755,7222,5135,7032,3074,4773,1438,2580,500.7,1109,81.89,238.8,1.263,4.316
163,1,10,6911,7556,5248,7355,3143,4995,1473,2704,514.8,1164,84.54,250.9,1.305,4.53
163,1,11,7049,7856,5345,7648,3204,5196,1505,2817,527.7,1214,86.97,261.9,1.345,4.722
163,1,12,7172,8127,5431,7915,3257,5379,1533,2919,539.5,1259,89.22,271.7,1.381,4.895
163,1,13,7283,8374,5508,8159,3306,5545,1559,3012,550.6,1300,91.33,280.7,1.416,5.052
163,2,9,6801,6687,5181,6650,3102,4547,1449,2453,517.4,1051,87.63,216.3,1.316,3.863
163,2,10,6956,6973,5289,6941,3169,4755,1483,2565,532.6,1100,90.69,226.2,1.362,4.046
163,2,11,7091,7227,5381,7203,3227,4942,1513,2666,546.3,1144,93.48,235.1,1.404,4.211
163,2,12,7210,7455,5461,7439,3279,5111,1541,2757,558.9,1184,96.06,243.2,1.442,4.361
163,2,13,7318,7660,5532,7654,3324,5265,1565,2839,570.6,1219,98.45,250.4,1.479,4.496
164,1,9,6015,3382,4767,3524,2793,2291,1248,1193,409.4,492.1,62.69,103.6,0.903,1.761
164,1,10,6150,3612,4871,3763,2854,2449,1276,1273,418.9,522.7,64.25,109.8,0.9259,1.87
164,1,11,6264,3821,4959,3981,2906,2592,1300,1346,427,550.8,65.59,115.6,0.9457,1.972
164,1,12,6362,4009,5034,4177,2951,2721,1320,1413,434,576.7,66.77,120.9,0.9632,2.066
164,1,13,6447,4178,5098,4354,2989,2838,1338,1473,440.1,600.3,67.82,125.8,0.9788,2.152
164,2,9,5754,2313,4620,2502,2693,1589,1188,855,381.5,369,57.01,77.55,0.8065,1.276
164,2,10,5890,2445,4728,2656,2756,1686,1216,904.2,390.7,389,58.45,81.35,0.8276,1.337
164,2,11,6004,2567,4820,2799,2810,1776,1240,950,398.5,407.6,59.67,84.88,0.8458,1.394
164,2,12,6101,2678,4897,2930,2855,1859,1260,992.3,405.1,424.7,60.73,88.15,0.8617,1.448
164,2,13,6184,2780,4964,3050,2894,1936,1278,1031,410.9,440.5,61.67,91.18,0.8758,1.497
165,1,9,6423,5258,5066,5040,2993,3462,1368,1903,465.5,828.9,75.23,175.1,1.15,3.148
165,1,10,6568,5516,5167,5288,3055,3641,1400,2004,477.9,874.6,77.57,184.5,1.188,3.308
165,1,11,6693,5747,5253,5510,3108,3801,1427,2094,489,915.5,79.7,192.9,1.223,3.452
165,1,12,6805,5956,5328,5710,3154,3945,1452,2175,499.2,952,81.64,200.3,1.255,3.581
165,1,13,6906,6145,5393,5890,3195,4074,1474,2248,508.4,984.8,83.43,207.1,1.284,3.697
165,2,9,6248,5255,5011,4846,2974,3159,1345,1711,448.9,714.8,71.45,145.7,1.06,2.659
165,2,10,6392,5588,5123,5147,3042,3355,1378,1819,460.5,758.7,73.53,154,1.093,2.816
165,2,11,6515,5882,5218,5413,3100,3529,1406,1913,470.6,797.8,75.37,161.5,1.123,2.956
165,2,12,6622,6143,5300,5649,3151,3683,1430,1998,479.5,832.5,77.01,168.2,1.15,3.081
165,2,13,6716,6375,5372,5859,3196,3819,1452,2073,487.5,863.6,78.5,174.1,1.174,3.192
166,1,9,5702,2161,4530,2282,2636,1451,1163,772.8,372.2,327,55.47,69.79,0.7786,1.187
166,1,10,5837,2252,4638,2377,2698,1515,1191,805.7,381,340.6,56.8,72.65,0.7976,1.232
166,1,11,5950,2335,4727,2464,2750,1574,1214,835.7,388.4,352.9,57.93,75.27,0.8137,1.273
166,1,12,6047,2412,4804,2544,2795,1628,1233,862.9,394.7,364.2,58.88,77.7,0.8275,1.311
166,1,13,6129,2482,4870,2618,2833,1677,1250,887.9,400.1,374.6,59.71,79.95,0.8395,1.346
166,2,9,5600,1974,4548,1865,2643,1193,1159,661.4,367.3,290.4,53.84,63.19,0.7433,1.104
166,2,10,5736,2062,4658,1947,2708,1249,1187,692.7,376.2,303.6,55.17,65.8,0.7616,1.15
166,2,11,5850,2143,4751,2021,2762,1299,1211,721.5,383.7,315.6,56.27,68.18,0.777,1.191
166,2,12,5947,2217,4830,2089,2807,1345,1231,748,390.1,326.6,57.22,70.37,0.7901,1.23
166,2,13,6031,2285,4897,2152,2847,1387,1248,772.4,395.5,336.9,58.03,72.39,0.8015,1.266
167,1,9,6407,6848,4995,6483,3025,4374,1416,2395,484.8,1015,77,213.7,1.183,4.039
167,1,10,6541,7135,5114,6756,3099,4572,1450,2515,496.6,1068,78.9,224.5,1.213,4.238
167,1,11,6656,7392,5219,7000,3166,4750,1481,2623,507,1115,80.58,234.3,1.24,4.418
167,1,12,6756,7622,5313,7220,3225,4912,1508,2720,516.3,1157,82.08,243,1.263,4.583
167,1,13,6845,7829,5399,7420,3279,5058,1532,2808,524.7,1195,83.44,251,1.285,4.733
167,2,9,6414,6896,5015,6621,3026,4433,1406,2414,480.2,1030,76.21,220.8,1.169,4.081
167,2,10,6545,7213,5135,6926,3099,4649,1440,2540,491.9,1086,78.13,232.7,1.201,4.297
167,2,11,6656,7498,5240,7201,3164,4842,1470,2654,502.2,1136,79.83,243.3,1.23,4.493
167,2,12,6754,7754,5334,7449,3223,5016,1497,2756,511.5,1181,81.35,252.9,1.256,4.671
167,2,13,6839,7985,5420,7674,3276,5174,1522,2848,519.8,1222,82.74,261.6,1.281,4.833
168,1,9,6233,3553,4883,3603,2866,2394,1295,1295,432.6,533.3,67.68,111.2,0.9939,1.965
168,1,10,6365,3782,4984,3803,2926,2537,1323,1380,442.5,568,69.31,117.7,1.018,2.086
168,1,11,6476,3992,5068,3989,2976,2669,1346,1458,450.9,600.3,70.73,123.9,1.039,2.199
168,1,12,6571,4182,5140,4159,3020,2789,1367,1529,458.3,630.1,71.98,129.7,1.058,2.305
168,1,13,6654,4355,5202,4314,3057,2898,1385,1593,464.9,657.4,73.09,135,1.075,2.402
168,2,9,6046,2676,4682,3066,2751,1975,1242,1047,415.2,433.3,64.97,88.49,0.9274,1.478
168,2,10,6187,2838,4789,3223,2815,2078,1271,1108,425.1,457.7,66.6,92.93,0.9513,1.554
168,2,11,6305,2987,4879,3371,2868,2173,1296,1164,433.6,480.4,67.98,97.11,0.9719,1.626
168,2,12,6406,3124,4955,3509,2913,2262,1316,1217,440.8,501.6,69.18,101,0.9899,1.694
168,2,13,6494,3250,5021,3638,2952,2345,1334,1266,447.2,521.3,70.24,104.7,1.006,1.758
169,1,9,6590,7202,5038,6859,3001,4680,1388,2484,479.7,1002,77.59,202,1.183,3.616
169,1,10,6737,7653,5146,7281,3069,4968,1422,2630,493.6,1057,80.14,212.4,1.223,3.792
169,1,11,6866,8057,5240,7661,3128,5228,1452,2761,506.3,1106,82.45,221.5,1.26,3.946
