Run,Turbine,Seed,meanU,Ti,alpha,HFlowAng,distBetweenWTG
773,2,1,9.2382917,17.9943047,0.148,1.966,11
774,1,1,5.3988676,28.0170002,0.479,-4.638,11
774,2,1,5.2390614,28.7944984,0.479,-4.638,11
775,1,1,17.611208,17.0189991,0.165,-1.071,11
775,2,1,17.234663,16.1598949,0.165,-1.071,11
776,1,1,9.7147207,18.625,0.178,-1.899,11
776,2,1,8.8735161,18.6647396,0.178,-1.899,11
777,1,1,11.9586172,17.368,0.183,-1.649,11
777,2,1,10.9944849,17.5133705,0.183,-1.649,11
778,1,1,5.9462957,21.4330006,0.132,-3.139,11
778,2,1,5.5141501,20.5211792,0.132,-3.139,11
779,1,1,14.0711231,15.7220001,0.226,-0.52,11
779,2,1,13.2373886,15.8713179,0.226,-0.52,11
780,1,1,7.288888,15.7150002,0.135,0.458,11
780,2,1,6.4917336,16.8229008,0.135,0.458,11
781,1,1,11.1165781,17.1410007,0.3,-1.302,11
781,2,1,10.0725203,17.7003994,0.3,-1.302,11
782,1,1,4.7256336,19.0709991,0.075,6.097,11
782,2,1,4.438189,18.6783772,0.075,6.097,11
783,1,1,20.8229237,14.9370003,0.241,-0.036,11
783,2,1,20.5414581,14.646945,0.241,-0.036,11
784,1,1,8.705143,20.6700001,0.009,-0.574,11
784,2,1,7.9996157,20.1765842,0.009,-0.574,11
785,1,1,13.0601873,15.5129995,0.157,1.017,11
785,2,1,12.1327896,15.9231186,0.157,1.017,11
786,1,1,6.83319,22.9060001,-0.096,1.018,11
786,2,1,6.3614731,21.507061,-0.096,1.018,11
787,1,1,16.2218742,15.8529997,0.176,-1.706,11
787,2,1,15.7242537,15.5130596,0.176,-1.706,11
788,1,1,8.3133812,22.4899998,0.259,-0.197,11
788,2,1,7.7104106,21.3767796,0.259,-0.197,11
789,1,1,10.5707617,14.8000002,-0.013,1.325,11
789,2,1,9.469183,15.9538765,-0.013,1.325,11
790,1,1,4.9856744,24.3570004,-0.199,-5.549,11
790,2,1,4.7521229,22.0542755,-0.199,-5.549,11
791,1,1,16.8524284,16.9060001,0.183,0.378,11
791,2,1,16.4167366,16.1643105,0.183,0.378,11
792,1,1,9.2824926,20.8689995,0.266,-1.813,11
792,2,1,8.5725012,20.3098888,0.266,-1.813,11
793,1,1,12.4631548,16.9799995,0.309,-0.236,11
793,2,1,11.5355568,17.0559521,0.309,-0.236,11
794,1,1,6.3964314,22.7709999,0.264,-1.48,11
794,2,1,5.97964,21.3601227,0.264,-1.48,11
795,1,1,14.4274244,14.7950001,0.239,0.736,11
795,2,1,13.5904932,15.2564602,0.239,0.736,11
796,1,1,7.9855881,26.8770008,0.05,-0.936,11
796,2,1,7.6419878,28.0895634,0.05,-0.936,11
797,1,1,11.1270409,18.2450008,0.169,-1.143,11
797,2,1,10.1694622,18.1788425,0.169,-1.143,11
798,1,1,4.060833,36.105999,0.072,0.324,11
798,2,1,3.917978,34.6187782,0.072,0.324,11
799,1,1,19.5649929,13.5319996,0.234,0.686,11
799,2,1,19.1859589,13.9288034,0.234,0.686,11
800,1,1,8.9154186,18.6630001,0.192,0.503,11
800,2,1,8.0709496,18.765377,0.192,0.503,11
801,1,1,13.3307695,15.6800003,0.342,-0.401,8
801,2,1,12.1087341,16.449831,0.342,-0.401,8
802,1,1,6.9133334,18.0869999,0.054,0.331,8
802,2,1,5.9494338,19.2707272,0.054,0.331,8
803,1,1,14.932992,19.6870003,0.128,1.402,8
803,2,1,14.1215115,18.9534264,0.128,1.402,8
804,1,1,8.0091305,20.4699993,0.117,-0.542,8
804,2,1,7.0878148,20.7934151,0.117,-0.542,8
805,1,1,10.3194532,18.3010006,0.168,-1.24,8
805,2,1,8.9960346,19.132597,0.168,-1.24,8
806,1,1,5.451561,25.1849995,0.195,4.748,8
806,2,1,4.9949236,28.3925228,0.195,4.748,8
807,1,1,18.4502125,13.8570004,0.137,0.119,8
807,2,1,17.7803802,14.2463303,0.137,0.119,8
808,1,1,9.942008,19.0090008,0.084,-2.35,8
808,2,1,8.6810284,19.9632053,0.084,-2.35,8
809,1,1,11.6765852,17.1849995,0.09,1.908,8
809,2,1,10.244194,18.1426849,0.09,1.908,8
810,1,1,5.7151256,29.9950008,0.053,0.645,8
810,2,1,5.2657375,31.5269089,0.053,0.645,8
811,1,1,13.434309,17.7339993,0.319,-0.817,8
811,2,1,12.273428,17.9255314,0.319,-0.817,8
812,1,1,7.3294077,28.7140007,0.143,-0.621,8
812,2,1,6.7089763,30.6152802,0.143,-0.621,8
813,1,1,11.8783731,16.0720005,-0.008,-0.195,8
813,2,1,10.4010124,17.2722054,-0.008,-0.195,8
814,1,1,4.5467463,22.0739994,-0.038,0.169,8
814,2,1,4.0156188,21.9264603,-0.038,0.169,8
815,1,1,23.8431683,13.4429998,0.155,0.057,8
815,2,1,23.4375935,13.8100672,0.155,0.057,8
816,1,1,8.9627256,18.3540001,0.099,1.978,8
816,2,1,7.8122501,19.1644554,0.099,1.978,8
817,1,1,12.7477837,16.3110008,0.318,-0.579,8
817,2,1,11.4588385,17.1732807,0.318,-0.579,8
818,1,1,6.4459052,21.2889996,-0.108,-0.243,8
818,2,1,5.6372452,21.6556206,-0.108,-0.243,8
819,1,1,15.6950607,16.1709995,0.299,1.48,8
819,2,1,14.8237295,16.2246037,0.299,1.48,8
820,1,1,8.203413,22.0690002,0.086,-0.071,8
820,2,1,7.2735615,21.9548569,0.086,-0.071,8
821,1,1,10.5768089,15.8509998,0.16,-0.17,8
821,2,1,9.27637,17.1395187,0.16,-0.17,8
822,1,1,5.2303934,19.6189995,0.048,-0.812,8
822,2,1,4.5306764,20.4017811,0.048,-0.812,8
823,1,1,16.4756031,14.1440001,0.078,-0.971,8
823,2,1,15.5372505,14.8720913,0.078,-0.971,8
824,1,1,9.639246,17.2290001,0.04,2.004,8
824,2,1,8.2865095,18.541214,0.04,2.004,8
825,1,1,12.2295551,21.0230007,0.305,-1.933,8
825,2,1,11.0789156,20.7152576,0.305,-1.933,8
826,1,1,6.2586355,16.5550003,0.047,-1.548,8
826,2,1,5.3338075,18.2393169,0.047,-1.548,8
827,1,1,14.3050537,18.2989998,0.211,-0.927,8
827,2,1,13.2720366,18.015274,0.211,-0.927,8
828,1,1,7.5534306,20.1760006,0.202,-2.479,8
828,2,1,6.6101713,20.9049759,0.202,-2.479,8
829,1,1,10.6680861,16.4209995,0.203,-0.643,8
829,2,1,9.1942768,18.0335407,0.203,-0.643,8
830,1,1,4.3244362,22.2709999,0.051,2.719,8
830,2,1,3.8748479,21.8937664,0.051,2.719,8
831,1,1,19.004797,13.7950001,0.173,-0.75,8
831,2,1,18.4124222,14.1176472,0.173,-0.75,8
832,1,1,9.185173,17.4370003,0.035,-1.94,8
832,2,1,7.9357705,18.6443939,0.035,-1.94,8
833,1,1,13.0372887,16.5790005,0.109,-0.505,8
833,2,1,11.7459822,17.2905922,0.109,-0.505,8
834,1,1,6.9458671,17.2609997,0.008,-0.436,8
834,2,1,5.9829483,18.551733,0.008,-0.436,8
835,1,1,15.4229765,16.2000008,0.16,0.716,8
835,2,1,14.5513763,16.2175255,0.16,0.716,8
836,1,1,8.0459366,22.6450005,0.138,0.498,8
836,2,1,7.1189227,22.6638489,0.138,0.498,8
837,1,1,10.0807323,20.6089993,0.168,-3.311,8
837,2,1,9.0012455,20.726366,0.168,-3.311,8
838,1,1,5.5449696,24.2989998,0.012,0.191,8
838,2,1,4.9266248,23.8195572,0.012,0.191,8
839,1,1,17.3446121,13.9510002,0.159,-0.996,8
839,2,1,16.5499516,14.4997835,0.159,-0.996,8
840,1,1,10.0692301,15.4910002,0.085,-2.978,8
840,2,1,8.8418274,16.7827473,0.085,-2.978,8
841,1,1,11.845006,17.5790005,0.069,-0.72,8
841,2,1,10.3902903,18.57127,0.069,-0.72,8
842,1,1,6.0841694,20.5529995,-0.073,-0.299,8
842,2,1,5.3100777,21.1855583,-0.073,-0.299,8
843,1,1,14.1550941,15.1499996,0.048,0.734,8
843,2,1,12.9845581,15.8017397,0.048,0.734,8
844,1,1,7.349925,19.6889992,0.237,-2.915,8
844,2,1,6.4541459,20.4470387,0.237,-2.915,8
845,1,1,11.3782997,20.8239994,0.043,-1.331,8
845,2,1,10.1451044,21.0237865,0.043,-1.331,8
846,1,1,4.749187,20.2989998,0.251,-2.398,8
846,2,1,4.141006,21.0484943,0.251,-2.398,8
847,1,1,21.0742702,14.9119997,0.172,-1.018,8
847,2,1,20.6141605,14.7670717,0.172,-1.018,8
848,1,1,8.8145876,18.0559998,-0.103,1.284,8
848,2,1,7.6333847,19.0442905,-0.103,1.284,8
849,1,1,13.0911398,16.0170002,0.065,-0.06,8
849,2,1,11.8335171,16.7180271,0.065,-0.06,8
850,1,1,6.6535187,25.0310001,0.167,-1.869,8
850,2,1,5.9667592,23.9959564,0.167,-1.869,8
851,1,1,16.1539993,17.4810009,0.061,0.099,8
851,2,1,15.3757582,16.8699608,0.061,0.099,8
852,1,1,8.3382511,21.2080002,0.303,-1.859,8
852,2,1,7.3055706,21.6125774,0.303,-1.859,8
853,1,1,10.6017227,16.4099998,0.226,-1.193,8
853,2,1,9.1064644,17.9755535,0.226,-1.193,8
854,1,1,5.0514817,23.3260002,0.347,3.694,8
854,2,1,4.5533767,22.5427914,0.347,3.694,8
855,1,1,17.1455441,13.2229996,0.171,0.095,8
855,2,1,16.305563,14.0617504,0.171,0.095,8
856,1,1,9.3546495,19.3279991,0.176,-3.698,8
856,2,1,8.2423935,20.178381,0.176,-3.698,8
857,1,1,12.6995573,14.6689997,0.098,-0.254,8
857,2,1,11.2277822,16.0554371,0.098,-0.254,8
858,1,1,6.1621232,21.0990009,0.272,-5.232,8
858,2,1,5.52631,21.1219463,0.272,-5.232,8
859,1,1,14.9412546,15.3079996,0.023,-0.613,8
859,2,1,13.9659081,15.6344986,0.023,-0.613,8
860,1,1,7.822412,18.7169991,0.086,-2.706,8
860,2,1,6.8715754,19.6086617,0.086,-2.706,8
861,1,1,11.2113447,18.7199993,0.001,-2.581,8
861,2,1,9.8893576,19.2158127,0.001,-2.581,8
862,1,1,4.1665688,26.4200001,-0.293,-2.443,8
862,2,1,3.8020394,28.8099461,-0.293,-2.443,8
863,1,1,20.3996201,13.9980001,0.188,0.567,8
863,2,1,19.893528,14.2044544,0.188,0.567,8
864,1,1,8.9437876,21.7800007,0.07,0.706,8
864,2,1,7.8861833,21.8076286,0.07,0.706,8
865,1,1,13.4467096,14.5019999,0.134,-0.45,8
865,2,1,12.1213589,15.7505999,0.134,-0.45,8
866,1,1,7.3129168,21.5380001,-0.179,0.312,8
866,2,1,6.5707202,21.1112881,-0.179,0.312,8
867,1,1,14.8513651,16.507,0.196,-0.261,8
867,2,1,13.9167709,16.5966797,0.196,-0.261,8
868,1,1,7.9503603,19.0429993,0.336,1.062,8
868,2,1,6.9019041,20.1493378,0.336,1.062,8
869,1,1,10.411293,18.0429993,0.149,0.677,8
869,2,1,8.9848042,19.1188946,0.149,0.677,8
870,1,1,5.3540392,19.6940002,-0.055,0.988,8
870,2,1,4.6511526,20.6066399,-0.055,0.988,8
871,1,1,18.1845112,15.9119997,0.066,0.316,8
871,2,1,17.5554562,15.7050428,0.066,0.316,8
872,1,1,9.7124186,17.5799999,0.115,3.346,8
872,2,1,8.436471,18.731432,0.115,3.346,8
873,1,1,11.6784487,16.4440002,0.282,0.839,8
873,2,1,10.1772404,17.8368416,0.282,0.839,8
874,1,1,5.8998046,15.415,-0.143,2.247,8
874,2,1,5.05619,17.1293182,-0.143,2.247,8
875,1,1,14.0333252,18.177,0.063,0.7,8
875,2,1,13.0146151,17.8691292,0.063,0.7,8
876,1,1,7.2203546,16.2280006,-0.022,-3.525,8
876,2,1,6.2282705,17.7716236,-0.022,-3.525,8
877,1,1,11.6970377,17.4909992,0.048,-1.388,8
877,2,1,10.3573742,18.1285381,0.048,-1.388,8
878,1,1,4.7736139,25.0540009,-0.12,-2.53,8
878,2,1,4.3343377,28.0213432,-0.12,-2.53,8
879,1,1,21.9055824,15.3920002,0.178,1.471,8
879,2,1,21.5395508,15.0625734,0.178,1.471,8
880,1,1,8.9043627,20.2689991,0.185,1.134,8
880,2,1,7.8259273,20.7487679,0.185,1.134,8
881,1,1,12.6018887,18.6569996,0.092,-2.143,8
881,2,1,11.3926182,18.6434383,0.092,-2.143,8
882,1,1,6.4854727,23.4799995,0.441,-1.881,8
882,2,1,5.7697062,22.9963646,0.441,-1.881,8
883,1,1,15.5291061,12.8470001,0.148,0.067,8
883,2,1,14.4923325,14.1924725,0.148,0.067,8
884,1,1,8.4200478,24.2189999,0.118,0.856,8
884,2,1,7.6265631,23.1269512,0.118,0.856,8
885,1,1,10.6773987,14.4350004,0.238,-1.428,8
885,2,1,9.3741608,16.2213936,0.238,-1.428,8
886,1,1,5.1765852,22.6679993,0.238,-5.75,8
886,2,1,4.7060366,22.104599,0.238,-5.75,8
887,1,1,16.5030098,14.9510002,0.06,0.124,8
887,2,1,15.6786919,15.1886225,0.06,0.124,8
888,1,1,9.692318,17.2019997,0.151,-0.289,8
888,2,1,8.2696075,18.6945438,0.151,-0.289,8
889,1,1,12.1090536,17.2910004,0.245,-0.278,8
889,2,1,10.7026243,18.1264858,0.245,-0.278,8
890,1,1,6.2905598,19.3029995,-0.152,-1.773,8
890,2,1,5.5667963,19.7695923,-0.152,-1.773,8
891,1,1,14.1485109,17.1709995,0.19,1.989,8
891,2,1,13.1261559,17.1662865,0.19,1.989,8
892,1,1,7.5408516,20.75,0.003,-4.347,8
892,2,1,6.8354626,20.5551357,0.003,-4.347,8
893,1,1,10.9509554,17.4139996,0.142,-1.818,8
893,2,1,9.5557127,18.4659729,0.142,-1.818,8
894,1,1,4.3631396,33.7529984,0.008,-0.425,8
894,2,1,4.1095905,33.2964554,0.008,-0.425,8
895,1,1,18.9934959,14.9189997,0.226,-0.339,8
895,2,1,18.4080467,14.9414177,0.226,-0.339,8
896,1,1,9.1769819,16.8220005,0.108,-0.925,8
896,2,1,8.0078888,18.0771828,0.108,-0.925,8
897,1,1,13.3365364,17.0990009,0.109,0.667,8
897,2,1,12.169261,17.3171349,0.109,0.667,8
898,1,1,6.7668557,20.9449997,0.159,2.933,8
898,2,1,5.9637303,21.331831,0.159,2.933,8
899,1,1,15.009696,15.79,0.212,-0.4,8
899,2,1,14.0372868,16.0877914,0.212,-0.4,8
900,1,1,8.1944113,22.7670002,0.193,3.257,8
900,2,1,7.3048434,22.3912544,0.193,3.257,8
901,1,1,12.361414,14.5120001,0.295,-0.635,11
901,2,1,11.240469,15.7190256,0.295,-0.635,11
902,1,1,6.3172765,23.0510006,0.06,-3.296,11
902,2,1,5.9162235,21.5454636,0.06,-3.296,11
903,1,1,14.7033978,16.118,0.124,0.197,11
903,2,1,14.0146046,16.0928726,0.124,0.197,11
904,1,1,7.668324,24.9130001,0.151,-0.676,11
904,2,1,7.2204638,22.8031902,0.151,-0.676,11
905,1,1,11.1575899,17.3029995,0.236,-0.487,11
905,2,1,10.1665564,17.5722942,0.236,-0.487,11
906,1,1,3.9664607,31.2980003,0.088,-5.415,11
906,2,1,3.827225,30.8458881,0.088,-5.415,11
907,1,1,20.1262665,15.5550003,0.176,-0.069,11
907,2,1,19.8301239,15.1075907,0.176,-0.069,11
908,1,1,8.9079742,17.1240005,0.248,-0.474,11
908,2,1,8.009614,17.6768131,0.248,-0.474,11
909,1,1,13.4664688,17.2770004,0.238,-0.758,11
909,2,1,12.6702375,17.0001068,0.238,-0.758,11
910,1,1,7.3367119,21.7350006,-0.044,0.174,11
910,2,1,6.7982216,20.7070827,-0.044,0.174,11
911,1,1,14.9645376,15.9460001,0.111,-1.003,11
911,2,1,14.321558,15.9400091,0.111,-1.003,11
912,1,1,7.8504267,16.8260002,0.117,-3.869,11
912,2,1,7.1635847,17.2774448,0.117,-3.869,11
913,1,1,10.2032394,17.5879993,0.02,-1.808,11
913,2,1,9.3195276,17.8311596,0.02,-1.808,11
914,1,1,5.2887363,30.0499992,0.137,-0.285,11
914,2,1,5.0784006,30.2943192,0.137,-0.285,11
915,1,1,18.2555637,13.1789999,0.084,-0.299,11
915,2,1,17.7746239,13.7327356,0.084,-0.299,11
916,1,1,9.6535082,15.7139997,0.167,-0.857,11
916,2,1,8.5871077,16.8183384,0.167,-0.857,11
917,1,1,11.7194252,15.2340002,0.183,-1.529,11
917,2,1,10.5985432,16.2757568,0.183,-1.529,11
918,1,1,5.9760742,23.1380005,-0.11,-0.909,11
918,2,1,5.6194258,21.4384632,-0.11,-0.909,11
919,1,1,13.9796009,16.8500004,0.143,2.421,11
919,2,1,13.3164587,16.3919735,0.143,2.421,11
920,1,1,7.3006349,20.2469997,0.011,1.255,11
920,2,1,6.6958694,19.8811913,0.011,1.255,11
921,1,1,11.4170141,14.8549995,0.224,-0.148,11
921,2,1,10.2377415,16.1250534,0.224,-0.148,11
922,1,1,4.5939693,22.4699993,0.139,-1.389,11
922,2,1,4.2750139,21.2085781,0.139,-1.389,11
923,1,1,21.9092274,12.7980003,0.154,1.061,11
923,2,1,21.590704,13.3945322,0.154,1.061,11
924,1,1,8.6473522,20.9500008,0.141,-3.393,11
924,2,1,8.023016,20.3530731,0.141,-3.393,11
925,1,1,12.6325531,15.6809998,0.206,-0.928,11
925,2,1,11.6396914,16.1439247,0.206,-0.928,11
926,1,1,6.5311999,27.8339996,0.324,0.064,11
926,2,1,6.2278876,29.0529823,0.324,0.064,11
927,1,1,15.4689703,16.2140007,0.107,0.926,11
927,2,1,14.9017954,15.9314308,0.107,0.926,11
928,1,1,8.3231554,17.8439999,0.294,-1.661,11
928,2,1,7.5666866,17.9993286,0.294,-1.661,11
929,1,1,10.7971859,19.3700008,0.229,0.707,11
929,2,1,9.9415636,19.1777554,0.229,0.707,11
930,1,1,5.2819862,23.6639996,0.036,-4.305,11
930,2,1,4.9799242,21.8555431,0.036,-4.305,11
931,1,1,16.2541428,13.7950001,0.176,0.839,11
931,2,1,15.5876942,14.3406849,0.176,0.839,11
932,1,1,9.66782,21.3129997,-0.085,-1.349,11
932,2,1,8.9877834,20.389761,-0.085,-1.349,11
933,1,1,12.2321873,16.3530006,0.245,-0.325,11
933,2,1,11.3046417,16.652153,0.245,-0.325,11
934,1,1,6.0070596,23.4659996,0.196,0.242,11
934,2,1,5.590601,22.0991173,0.196,0.242,11
935,1,1,14.3266258,15.6409998,0.121,-1.358,11
935,2,1,13.5722904,15.676405,0.121,-1.358,11
936,1,1,7.4592237,17.9510002,0.074,0.481,11
936,2,1,6.7110782,18.2830658,0.074,0.481,11
937,1,1,10.981061,16.3759995,0.251,-1.407,11
937,2,1,9.9324198,17.0925102,0.251,-1.407,11
938,1,1,4.4508743,25.4820004,0.019,-4.525,11
938,2,1,4.2353015,27.2861347,0.019,-4.525,11
939,1,1,18.9648361,14.6379995,0.202,-0.517,11
939,2,1,18.5823231,14.5442066,0.202,-0.517,11
940,1,1,9.2551594,13.7799997,0.167,-3.052,11
940,2,1,8.2443895,15.3772125,0.167,-3.052,11
941,1,1,13.3380413,14.8970003,0.146,0.056,11
941,2,1,12.3885822,15.4965086,0.146,0.056,11
942,1,1,6.9151163,24.2619991,0.228,0.795,11
942,2,1,6.489223,22.3881397,0.228,0.795,11
943,1,1,15.1712294,13.618,0.256,0.76,11
943,2,1,14.4545822,14.3267708,0.256,0.76,11
944,1,1,8.0461979,19.6730003,0.23,-2.459,11
944,2,1,7.4165702,19.429884,0.23,-2.459,11
945,1,1,10.181015,16.6730003,-0.034,-0.831,11
945,2,1,9.1632805,17.3814068,-0.034,-0.831,11
946,1,1,5.4927874,19.7730007,0.212,-0.799,11
946,2,1,5.0385089,19.63764,0.212,-0.799,11
947,1,1,17.8851891,14.6230001,0.156,0.107,11
947,2,1,17.4497604,14.5625591,0.156,0.107,11
948,1,1,9.9196329,18.8649998,0.087,-4.688,11
948,2,1,9.2212687,18.296402,0.087,-4.688,11
949,1,1,11.9587898,16.9389992,0.166,0.346,11
949,2,1,10.9236641,17.3685513,0.166,0.346,11
950,1,1,5.8642693,24.0650005,0.146,-1.84,11
950,2,1,5.5301175,22.171587,0.146,-1.84,11
951,1,1,14.0007877,17.809,0.052,-0.611,11
951,2,1,13.28197,17.3106956,0.052,-0.611,11
952,1,1,7.3291121,23.0230007,0.228,-2.439,11
952,2,1,6.8435183,21.6712952,0.228,-2.439,11
953,1,1,11.195137,18.3120003,0.186,0.863,11
953,2,1,10.3205357,18.1247253,0.186,0.863,11
954,1,1,4.8582253,29.3260002,-0.128,2.552,11
954,2,1,4.67873,29.1146851,-0.128,2.552,11
955,1,1,20.6140232,13.5509996,0.248,-0.21,11
955,2,1,20.2774715,13.8861732,0.248,-0.21,11
956,1,1,8.7302999,15.4870005,0.076,-0.143,11
956,2,1,7.7589102,16.5320168,0.076,-0.143,11
957,1,1,12.9661427,16.8290005,0.258,-2.101,11
957,2,1,12.0787048,16.8899879,0.258,-2.101,11
958,1,1,6.8034005,17.0060005,0.069,-0.028,11
958,2,1,6.0844021,17.6127014,0.069,-0.028,11
959,1,1,16.0480213,18.3220005,0.147,0.118,11
959,2,1,15.6064329,17.2220726,0.147,0.118,11
960,1,1,8.7109728,19.1049995,0.004,-1.079,11
960,2,1,8.0139494,18.8945389,0.004,-1.079,11
961,1,1,10.437542,16.5799999,0.137,-0.617,11
961,2,1,9.4218206,17.2747612,0.137,-0.617,11
962,1,1,4.9724302,25.9899998,-0.014,-1.604,11
962,2,1,4.7184582,27.8500919,-0.014,-1.604,11
963,1,1,16.823801,15.8839998,0.237,-0.347,11
963,2,1,16.3470707,15.5247917,0.237,-0.347,11
964,1,1,9.2487097,17.2740002,0.183,3.351,11
964,2,1,8.5397558,17.3253784,0.183,3.351,11
965,1,1,12.5895586,16.8939991,0.056,0.499,11
965,2,1,11.6336117,16.9842606,0.056,0.499,11
966,1,1,6.3220348,20.802,-0.12,1.67,11
966,2,1,5.8224244,20.2991543,-0.12,1.67,11
967,1,1,14.650301,15.2580004,0.076,-0.276,11
967,2,1,13.9285707,15.3516359,0.076,-0.276,11
968,1,1,7.7542481,16.8700008,0.113,-0.585,11
968,2,1,6.955452,17.5997448,0.113,-0.585,11
969,1,1,11.009923,18.2970009,0.173,0.866,11
969,2,1,10.0456238,18.3018589,0.173,0.866,11
970,1,1,4.185432,18.9230003,-0.168,2.5,11
970,2,1,3.8319805,18.8350067,-0.168,2.5,11
971,1,1,19.4242458,17.3649998,0.144,0.619,11
971,2,1,19.1443176,16.3122158,0.144,0.619,11
972,1,1,9.0689688,18.1149998,0.141,-0.819,11
972,2,1,8.236804,18.2064114,0.141,-0.819,11
973,1,1,13.3844767,15.3970003,0.164,2.33,11
973,2,1,12.5509443,15.665493,0.164,2.33,11
974,1,1,7.1189604,27.1779995,0.411,-2.117,11
974,2,1,6.7849083,28.3391552,0.411,-2.117,11
975,1,1,14.8464699,15.5539999,0.15,-0.017,11
975,2,1,14.1826086,15.5421076,0.15,-0.017,11
976,1,1,7.9918141,19.6429996,0.175,-3.304,11
976,2,1,7.399848,19.3204155,0.175,-3.304,11
977,1,1,10.4484701,16.0890007,0.178,-0.925,11
977,2,1,9.3756914,16.9429302,0.178,-0.925,11
978,1,1,5.2968893,25.8470001,0.13,2.082,11
978,2,1,5.0063801,23.4921932,0.13,2.082,11
979,1,1,18.415905,14.9359999,0.231,0.791,11
979,2,1,18.0399036,14.7817755,0.231,0.791,11
980,1,1,9.7730732,19.5860004,0.149,0.225,11
980,2,1,8.9579134,19.4662571,0.149,0.225,11
981,1,1,11.6447325,21.8330002,0.297,0.107,11
981,2,1,10.9717073,20.5143757,0.297,0.107,11
982,1,1,5.7071285,24.0429993,0.087,2.487,11
982,2,1,5.3784781,22.0577145,0.087,2.487,11
983,1,1,13.5164223,15.6400003,0.236,1.421,11
983,2,1,12.706706,15.8472147,0.236,1.421,11
984,1,1,7.1861701,22.1030006,-0.027,-0.516,11
984,2,1,6.7350821,20.8739834,-0.027,-0.516,11
985,1,1,11.6398392,17.2199993,0.149,-0.084,11
985,2,1,10.6061773,17.5166931,0.149,-0.084,11
986,1,1,4.6142015,25.3139992,-0.218,-0.786,11
986,2,1,4.3497624,27.4181232,-0.218,-0.786,11
987,1,1,23.2612,14.8389997,0.203,-0.108,11
987,2,1,23.0259609,14.5439787,0.203,-0.108,11
988,1,1,8.8320341,15.5089998,0.257,-2.476,11
988,2,1,7.9584012,16.4468575,0.257,-2.476,11
989,1,1,12.8043766,14.1599998,0.028,0.445,11
989,2,1,11.7254238,15.2732019,0.028,0.445,11
990,1,1,6.5849228,26.2169991,-0.112,0.435,11
990,2,1,6.2430086,28.0334454,-0.112,0.435,11
991,1,1,15.7690725,16.4290009,0.179,0.396,11
991,2,1,15.232811,16.0528679,0.179,0.396,11
992,1,1,8.2252836,19.5030003,0.276,-0.722,11
992,2,1,7.6345282,19.1636486,0.276,-0.722,11
993,1,1,10.5859194,14.7309999,0.324,-1.139,11
993,2,1,9.3898096,16.199789,0.324,-1.139,11
994,1,1,5.0783935,16.9319992,0.291,1.509,11
994,2,1,4.5718994,17.6270943,0.291,1.509,11
995,1,1,16.6534119,14.6610003,0.239,-2.124,11
995,2,1,16.1679707,14.6965132,0.239,-2.124,11
996,1,1,9.5403347,14.3520002,0.074,1.205,11
996,2,1,8.5168791,15.8139229,0.074,1.205,11
997,1,1,12.2556858,15.448,0.174,-2.072,11
997,2,1,11.1787672,16.1960621,0.174,-2.072,11
998,1,1,6.1781049,25.0720005,0.096,-3.539,11
998,2,1,5.8578744,22.7259407,0.096,-3.539,11
999,1,1,14.433013,17.4689999,0.228,-1.147,11
999,2,1,13.8449039,16.8274746,0.228,-1.147,11
1000,1,1,7.6579475,20.4150009,0.193,0.658,11
1000,2,1,7.018774,20.0243759,0.193,0.658,11
1001,1,1,10.906805,17.4529991,0.141,-0.934,11
1001,2,1,9.9233246,17.7267952,0.141,-0.934,11
1002,1,1,4.2580099,23.7679996,-0.155,0.142,11
1002,2,1,3.9985695,22.0394726,-0.155,0.142,11
1003,1,1,18.6697483,14.3950005,0.207,-0.058,11
1003,2,1,18.2594242,14.4487391,0.207,-0.058,11
1004,1,1,9.3802948,21.8299999,-0.029,-1.67,11
1004,2,1,8.7259407,20.7910957,-0.029,-1.67,11
1005,1,1,13.0005217,19.9529991,0.159,-1.083,11
1005,2,1,12.3330631,19.1741676,0.159,-1.083,11
1006,1,1,6.9999743,23.0760002,0.134,-1.105,11
1006,2,1,6.5517488,21.5081539,0.134,-1.105,11
1007,1,1,15.33214,11.7290001,0.187,-0.118,11
1007,2,1,14.5096416,10.7892475,0.187,-0.118,11
1008,1,1,8.1207218,18.7549992,0.109,0.207,11
1008,2,1,7.3812466,18.6403904,0.109,0.207,11
1009,1,1,10.3764706,22.8059998,0.015,-1.547,11
1009,2,1,9.7764826,21.0928059,0.015,-1.547,11
1010,1,1,5.6632185,26.9120007,-0.168,-4.027,11
1010,2,1,5.4128771,28.2712994,-0.168,-4.027,11
1011,1,1,17.6241817,15.1169996,0.139,-0.461,11
1011,2,1,17.180378,14.9483776,0.139,-0.461,11
1012,1,1,9.8853931,16.4880009,0.21,-0.211,11
1012,2,1,8.9265776,17.2058945,0.21,-0.211,11
1013,1,1,11.8916731,16.7409992,0.224,-1.141,11
1013,2,1,10.9095726,17.0989132,0.224,-1.141,11
1014,1,1,5.9931402,21.8829994,0.13,-0.478,11
1014,2,1,5.5561004,20.7776279,0.13,-0.478,11
1015,1,1,14.0445185,15.3950005,0.037,-0.955,11
1015,2,1,13.237689,15.5594196,0.037,-0.955,11
1016,1,1,7.4851575,22.0340004,0.151,-0.663,11
1016,2,1,6.9528627,20.993803,0.151,-0.663,11
1017,1,1,11.4412098,14.7209997,0.014,1.273,11
