Run,Turbine,Seed,meanU,Ti,alpha,HFlowAng,distBetweenWTG
1049,1,1,11.5118122,16.9860001,0.09,-2.519,11
1049,2,1,10.5494328,17.1873398,0.09,-2.519,11
1050,1,1,4.7799773,19.0860004,-0.334,3.704,11
1050,2,1,4.4229312,18.7263107,-0.334,3.704,11
1051,1,1,22.6692753,13.9119997,0.092,0.247,11
1051,2,1,22.3973923,13.9680233,0.092,0.247,11
1052,1,1,8.8872061,19.3369999,0.179,0.269,11
1052,2,1,8.0736494,19.3632164,0.179,0.269,11
1053,1,1,12.7414513,18.2999992,0.145,0.224,11
1053,2,1,11.8703451,17.8652153,0.145,0.224,11
1054,1,1,6.6902661,18.8430004,-0.061,-1.919,11
1054,2,1,6.0898452,19.0467968,-0.061,-1.919,11
1055,1,1,15.5727587,17.7770004,0.218,0.823,11
1055,2,1,15.0902376,16.9055061,0.218,0.823,11
1056,1,1,8.3472729,22.9080009,-0.022,-0.399,11
1056,2,1,7.7912397,21.5049801,-0.022,-0.399,11
1057,1,1,10.6672544,18.4890003,0.202,-1.054,11
1057,2,1,9.711648,18.5182934,0.202,-1.054,11
1058,1,1,5.2489991,22.0450001,-0.1,2.271,11
1058,2,1,4.873517,20.9879456,-0.1,2.271,11
1059,1,1,16.4673691,16.3939991,0.083,0.571,11
1059,2,1,16.0090694,15.8819733,0.083,0.571,11
1060,1,1,9.5208807,20.1580009,0.107,0.997,11
1060,2,1,8.7594662,19.8788128,0.107,0.997,11
1061,1,1,12.14923,18.2140007,0.079,-1.026,11
1061,2,1,11.2439699,17.9520988,0.079,-1.026,11
1062,1,1,6.2472968,23.8269997,0.088,-1.952,11
1062,2,1,5.8567123,21.9856892,0.088,-1.952,11
1063,1,1,14.1280489,17.9860001,0.088,-1.379,11
1063,2,1,13.4648981,17.3031521,0.088,-1.379,11
1064,1,1,7.5383763,17.3540001,0.191,0.564,11
1064,2,1,6.8187342,17.7852745,0.191,0.564,11
1065,1,1,10.7579498,19.3889999,0.096,0.675,11
1065,2,1,9.839119,19.5414143,0.096,0.675,11
1066,1,1,4.5002556,26.1149998,-0.086,-4.345,11
1066,2,1,4.2896166,27.6581192,-0.086,-4.345,11
1067,1,1,19.3268547,15.8360004,0.189,1.018,11
1067,2,1,19.0013161,15.279685,0.189,1.018,11
1068,1,1,9.2284069,15.7410002,0.098,-3.058,11
1068,2,1,8.3215981,16.6121998,0.098,-3.058,11
1069,1,1,13.2498608,16.1590004,0.187,-1.028,11
1069,2,1,12.392725,16.3844929,0.187,-1.028,11
1070,1,1,6.7777157,22.0160007,0.258,-0.699,11
1070,2,1,6.258533,21.0940342,0.258,-0.699,11
1071,1,1,15.301383,16.7399998,0.03,-1.772,11
1071,2,1,14.7260532,16.3104954,0.03,-1.772,11
1072,1,1,8.0762739,19.882,-0.009,-0.742,11
1072,2,1,7.3942795,19.6610966,-0.009,-0.742,11
1073,1,1,10.305254,17.7970009,0.026,-0.97,11
1073,2,1,9.3862848,17.8814659,0.026,-0.97,11
1074,1,1,6.4938641,20.0170002,0.062,-5.88,11
1074,2,1,6.1021161,19.3368073,0.062,-5.88,11
1075,1,1,17.5012531,17.0189991,0.22,-0.86,11
1075,2,1,17.175581,16.1988239,0.22,-0.86,11
1076,1,1,9.9631262,18.625,0.107,0.963,11
1076,2,1,9.0905676,18.4661942,0.107,0.963,11
1077,1,1,12.0973072,17.368,0.201,1.004,11
1077,2,1,11.1407013,17.4756908,0.201,1.004,11
1078,1,1,5.9493141,21.4330006,-0.001,0.168,11
1078,2,1,5.4923005,20.6091423,-0.001,0.168,11
1079,1,1,14.0738306,15.7220001,0.109,-0.217,11
1079,2,1,13.2635612,15.8400526,0.109,-0.217,11
1080,1,1,7.2481008,15.7150002,0.177,-1.522,11
1080,2,1,6.4574571,16.7965336,0.177,-1.522,11
1081,1,1,11.2385836,17.1410007,0.13,-0.178,11
1081,2,1,10.2119808,17.5150051,0.13,-0.178,11
1082,1,1,4.640985,19.0709991,-0.075,-3.16,11
1082,2,1,4.2606049,18.7706985,-0.075,-3.16,11
1083,1,1,20.6779308,14.9370003,0.216,-0.312,11
1083,2,1,20.3877602,14.7103395,0.216,-0.312,11
1084,1,1,8.485404,20.6700001,0.484,-1.08,11
1084,2,1,7.8077278,20.2662411,0.484,-1.08,11
1085,1,1,12.9531431,15.5129995,0.063,0.73,11
1085,2,1,11.9135952,16.0989342,0.063,0.73,11
1086,1,1,7.0226932,22.9060001,-0.265,-2.506,11
1086,2,1,6.5946808,21.2623863,-0.265,-2.506,11
1087,1,1,16.4800339,15.8529997,0.031,-0.711,11
1087,2,1,15.9582472,15.5599642,0.031,-0.711,11
1088,1,1,8.7171125,22.4899998,-0.145,-1.368,11
1088,2,1,8.1212034,21.2180195,-0.145,-1.368,11
1089,1,1,10.4209318,14.8000002,0.05,-0.503,11
1089,2,1,9.3389654,16.0356636,0.05,-0.503,11
1090,1,1,4.950839,24.3570004,0.553,-3.524,11
1090,2,1,4.685812,22.1916065,0.553,-3.524,11
1091,1,1,16.7799301,16.9060001,0.194,-1.101,11
1091,2,1,16.3565655,16.210186,0.194,-1.101,11
1092,1,1,9.4979439,20.8689995,-0.154,-1.902,11
1092,2,1,8.7871027,20.0710888,-0.154,-1.902,11
1093,1,1,12.2557373,16.9799995,0.278,-1.272,11
1093,2,1,11.2545938,17.30476,0.278,-1.272,11
1094,1,1,6.6327209,22.7709999,-0.186,-2.292,11
1094,2,1,6.2214947,21.081356,-0.186,-2.292,11
1095,1,1,14.5245295,14.7950001,0.189,0.127,11
1095,2,1,13.7432575,15.1903257,0.189,0.127,11
1096,1,1,7.9057865,26.8770008,0.083,1.601,11
1096,2,1,7.524725,28.4171848,0.083,1.601,11
1097,1,1,11.1098232,18.2450008,0.25,-0.502,11
1097,2,1,10.1412792,18.2264652,0.25,-0.502,11
1098,1,1,4.1216607,36.105999,0.12,2.901,11
1098,2,1,4.0098848,34.0124092,0.12,2.901,11
1099,1,1,19.7393627,13.5319996,0.141,0.792,11
1099,2,1,19.3503609,13.9140081,0.141,0.792,11
1100,1,1,8.9858484,18.6630001,0.159,0.499,11
1100,2,1,8.1456337,18.6414089,0.159,0.499,11
1101,1,1,13.2965879,15.6800003,0.342,-0.401,11
1101,2,1,12.3946486,16.0391369,0.342,-0.401,11
1102,1,1,6.9932475,18.0869999,0.054,0.331,11
1102,2,1,6.3246837,18.2879353,0.054,0.331,11
1103,1,1,14.8871279,19.6870003,0.128,1.402,11
1103,2,1,14.4067287,18.4763241,0.128,1.402,11
1104,1,1,8.0315075,20.4699993,0.117,-0.542,11
1104,2,1,7.4468174,19.8419571,0.117,-0.542,11
1105,1,1,10.3947487,18.3010006,0.168,-1.24,11
1105,2,1,9.4670153,18.3108158,0.168,-1.24,11
1106,1,1,5.2974529,25.1849995,0.195,4.748,11
1106,2,1,5.0456719,22.8283978,0.195,4.748,11
1107,1,1,18.3367043,13.8570004,0.137,0.119,11
1107,2,1,17.887394,14.141448,0.137,0.119,11
1108,1,1,9.8201046,19.0090008,0.084,-2.35,11
1108,2,1,8.9964094,19.0808029,0.084,-2.35,11
1109,1,1,11.5082769,17.1849995,0.09,1.908,11
1109,2,1,10.5080309,17.482996,0.09,1.908,11
1110,1,1,5.8507166,29.9950008,0.053,0.645,11
1110,2,1,5.6184516,29.9648628,0.053,0.645,11
1111,1,1,13.4885798,17.7339993,0.319,-0.817,11
1111,2,1,12.7724667,17.3428059,0.319,-0.817,11
1112,1,1,7.2538681,28.7140007,0.143,-0.621,11
1112,2,1,6.937253,29.5011234,0.143,-0.621,11
1113,1,1,11.6046314,16.0720005,-0.008,-0.195,11
1113,2,1,10.5104742,16.8621368,-0.008,-0.195,11
1114,1,1,4.4620275,22.0739994,-0.038,0.169,11
1114,2,1,4.13591,21.0615959,-0.038,0.169,11
1115,1,1,23.9502335,13.4429998,0.155,0.057,11
1115,2,1,23.6960468,13.6747732,0.155,0.057,11
1116,1,1,8.9008923,18.3540001,0.099,1.978,11
1116,2,1,8.1135378,18.3975487,0.099,1.978,11
1117,1,1,12.7897263,16.3110008,0.318,-0.579,11
1117,2,1,11.9049454,16.5434132,0.318,-0.579,11
1118,1,1,6.5189357,21.2889996,-0.108,-0.243,11
1118,2,1,6.0218811,20.4734001,-0.108,-0.243,11
1119,1,1,15.5767279,16.1709995,0.299,1.48,11
1119,2,1,14.9934301,16.020155,0.299,1.48,11
1120,1,1,8.1782227,22.0690002,0.086,-0.071,11
1120,2,1,7.6097693,20.9745464,0.086,-0.071,11
1121,1,1,10.5721493,15.8509998,0.16,-0.17,11
1121,2,1,9.6362209,16.499239,0.16,-0.17,11
1122,1,1,5.1022921,19.6189995,0.048,-0.812,11
1122,2,1,4.6469088,19.6427422,0.048,-0.812,11
1123,1,1,16.7629471,14.1440001,0.078,-0.971,11
1123,2,1,16.1552315,14.4425783,0.078,-0.971,11
1124,1,1,9.6952019,17.2290001,0.04,2.004,11
1124,2,1,8.7802067,17.6471634,0.04,2.004,11
1125,1,1,12.2171726,21.0230007,0.305,-1.933,11
1125,2,1,11.5025358,19.9455223,0.305,-1.933,11
1126,1,1,6.1441021,16.5550003,0.047,-1.548,11
1126,2,1,5.4935951,17.4298668,0.047,-1.548,11
1127,1,1,14.3726683,18.2989998,0.211,-0.927,11
1127,2,1,13.7813063,17.3959274,0.211,-0.927,11
1128,1,1,7.6410141,20.1760006,0.202,-2.479,11
1128,2,1,7.0353322,19.7019482,0.202,-2.479,11
1129,1,1,10.8969231,16.4209995,0.203,-0.643,11
1129,2,1,9.8351145,17.0870514,0.203,-0.643,11
1130,1,1,4.3162913,22.2709999,0.051,2.719,11
1130,2,1,4.0449262,20.9707184,0.051,2.719,11
1131,1,1,18.859066,13.7950001,0.173,-0.75,11
1131,2,1,18.465107,14.0267534,0.173,-0.75,11
1132,1,1,9.0832396,17.4370003,0.035,-1.94,11
1132,2,1,8.225441,17.8192825,0.035,-1.94,11
1133,1,1,13.2475634,16.5790005,0.109,-0.505,11
1133,2,1,12.3942137,16.5879498,0.109,-0.505,11
1134,1,1,6.9817271,17.2609997,0.008,-0.436,11
1134,2,1,6.3052559,17.6744766,0.008,-0.436,11
1135,1,1,15.4672995,16.2000008,0.16,0.716,11
1135,2,1,14.8891973,15.8810511,0.16,0.716,11
1136,1,1,8.362401,22.6450005,0.138,0.498,11
1136,2,1,7.8069563,21.2535229,0.138,0.498,11
1137,1,1,10.1070614,20.6089993,0.168,-3.311,11
1137,2,1,9.440691,19.7713108,0.168,-3.311,11
1138,1,1,5.6333632,24.2989998,0.012,0.191,11
1138,2,1,5.2639279,22.513361,0.012,0.191,11
1139,1,1,17.3699837,13.9510002,0.159,-0.996,11
1139,2,1,16.8595352,14.2633867,0.159,-0.996,11
1140,1,1,9.9615211,15.4910002,0.085,-2.978,11
1140,2,1,9.1121922,16.137455,0.085,-2.978,11
1141,1,1,11.9187031,17.5790005,0.069,-0.72,11
1141,2,1,10.942275,17.6801567,0.069,-0.72,11
1142,1,1,6.1244726,20.5529995,-0.073,-0.299,11
1142,2,1,5.6322012,20.0143223,-0.073,-0.299,11
1143,1,1,14.1471806,15.1499996,0.048,0.734,11
1143,2,1,13.3333836,15.3877115,0.048,0.734,11
1144,1,1,7.5148678,19.6889992,0.237,-2.915,11
1144,2,1,6.9348011,19.3866158,0.237,-2.915,11
1145,1,1,11.4028101,20.8239994,0.043,-1.331,11
1145,2,1,10.6547651,20.0279617,0.043,-1.331,11
1146,1,1,4.7309241,20.2989998,0.251,-2.398,11
1146,2,1,4.3428755,20.0589581,0.251,-2.398,11
1147,1,1,21.1440964,14.9119997,0.172,-1.018,11
1147,2,1,20.8657188,14.6548748,0.172,-1.018,11
1148,1,1,8.8817453,18.0559998,-0.103,1.284,11
1148,2,1,8.0723753,18.0644474,-0.103,1.284,11
1149,1,1,12.8717136,16.0170002,0.065,-0.06,11
1149,2,1,11.950861,16.4437084,0.065,-0.06,11
1150,1,1,6.6961927,25.0310001,0.167,-1.869,11
1150,2,1,6.3157005,22.7105961,0.167,-1.869,11
1151,1,1,15.914979,17.4810009,0.061,0.099,11
1151,2,1,15.4158678,16.6618061,0.061,0.099,11
1152,1,1,8.3573036,21.2080002,0.303,-1.859,11
1152,2,1,7.7070966,20.5151997,0.303,-1.859,11
1153,1,1,10.3679428,16.4099998,0.226,-1.193,11
1153,2,1,9.2854309,17.321125,0.226,-1.193,11
1154,1,1,4.979682,23.3260002,0.347,3.694,11
1154,2,1,4.7024994,21.6304016,0.347,3.694,11
1155,1,1,17.0607777,13.2229996,0.171,0.095,11
1155,2,1,16.48913,13.8882704,0.171,0.095,11
1156,1,1,9.4211521,19.3279991,0.176,-3.698,11
1156,2,1,8.710494,19.1368122,0.176,-3.698,11
1157,1,1,12.6051311,14.6689997,0.098,-0.254,11
1157,2,1,11.4927874,15.6339998,0.098,-0.254,11
1158,1,1,6.2937441,21.0990009,0.272,-5.232,11
1158,2,1,5.9004068,20.0097656,0.272,-5.232,11
1159,1,1,14.7556915,15.3079996,0.023,-0.613,11
1159,2,1,14.0095549,15.4391317,0.023,-0.613,11
1160,1,1,7.8296957,18.7169991,0.086,-2.706,11
1160,2,1,7.2035923,18.7074432,0.086,-2.706,11
1161,1,1,11.3772278,18.7199993,0.001,-2.581,11
1161,2,1,10.5001249,18.6614227,0.001,-2.581,11
1162,1,1,4.1289067,26.4200001,-0.293,-2.443,11
1162,2,1,3.9273205,27.8425903,-0.293,-2.443,11
1163,1,1,20.2594929,13.9980001,0.188,0.567,11
1163,2,1,19.9087601,14.1550341,0.188,0.567,11
1164,1,1,8.9355669,21.7800007,0.07,0.706,11
1164,2,1,8.284421,20.7568932,0.07,0.706,11
1165,1,1,13.5993652,14.5019999,0.134,-0.45,11
1165,2,1,12.6708527,15.1341715,0.134,-0.45,11
1166,1,1,7.2606311,21.5380001,-0.179,0.312,11
1166,2,1,6.8121266,20.3182907,-0.179,0.312,11
1167,1,1,14.8313932,16.507,0.196,-0.261,11
1167,2,1,14.1978073,16.2651634,0.196,-0.261,11
1168,1,1,7.8772593,19.0429993,0.336,1.062,11
1168,2,1,7.1786118,19.225029,0.336,1.062,11
1169,1,1,10.1968994,18.0429993,0.149,0.677,11
1169,2,1,9.2211905,18.2978287,0.149,0.677,11
1170,1,1,5.3789291,19.6940002,-0.055,0.988,11
1170,2,1,4.9129,19.5509129,-0.055,0.988,11
1171,1,1,18.2022247,15.9119997,0.066,0.316,11
1171,2,1,17.8082542,15.4843388,0.066,0.316,11
1172,1,1,9.7335901,17.5799999,0.115,3.346,11
1172,2,1,8.8785019,17.8025761,0.115,3.346,11
1173,1,1,11.666502,16.4440002,0.282,0.839,11
1173,2,1,10.5975809,17.126421,0.282,0.839,11
1174,1,1,6.0080209,15.415,-0.143,2.247,11
1174,2,1,5.4029236,16.329216,-0.143,2.247,11
1175,1,1,14.1099691,18.177,0.063,0.7,11
1175,2,1,13.4582138,17.2956543,0.063,0.7,11
1176,1,1,7.3880272,16.2280006,-0.022,-3.525,11
1176,2,1,6.7127528,16.7916012,-0.022,-3.525,11
1177,1,1,11.7041187,17.4909992,0.048,-1.388,11
1177,2,1,10.7767105,17.4238262,0.048,-1.388,11
1178,1,1,4.5515409,25.0540009,-0.12,-2.53,11
1178,2,1,4.3152184,22.7183723,-0.12,-2.53,11
1179,1,1,22.0650711,15.3920002,0.178,1.471,11
1179,2,1,21.831152,14.8804932,0.178,1.471,11
1180,1,1,8.8419542,20.2689991,0.185,1.134,11
1180,2,1,8.1520052,19.7921143,0.185,1.134,11
1181,1,1,12.7463083,18.6569996,0.092,-2.143,11
1181,2,1,11.9622612,17.9224224,0.092,-2.143,11
1182,1,1,6.5574179,23.4799995,0.441,-1.881,11
1182,2,1,6.1381764,21.8203049,0.441,-1.881,11
1183,1,1,15.6001682,12.8470001,0.148,0.067,11
1183,2,1,14.8403006,13.8767023,0.148,0.067,11
1184,1,1,8.3141956,24.2189999,0.118,0.856,11
1184,2,1,7.8708434,22.2172718,0.118,0.856,11
1185,1,1,10.7236977,14.4350004,0.238,-1.428,11
1185,2,1,9.7641792,15.5902662,0.238,-1.428,11
1186,1,1,5.1864276,22.6679993,0.238,-5.75,11
1186,2,1,4.9152894,21.1726284,0.238,-5.75,11
1187,1,1,16.5069771,14.9510002,0.06,0.124,11
1187,2,1,15.9753885,14.9161301,0.06,0.124,11
1188,1,1,9.5465593,17.2019997,0.151,-0.289,11
1188,2,1,8.5469532,17.8227139,0.151,-0.289,11
1189,1,1,12.154808,17.2910004,0.245,-0.278,11
1189,2,1,11.2157707,17.3935642,0.245,-0.278,11
1190,1,1,6.2252035,19.3029995,-0.152,-1.773,11
1190,2,1,5.7571654,18.9463253,-0.152,-1.773,11
1191,1,1,14.2792244,17.1709995,0.19,1.989,11
1191,2,1,13.6633034,16.6398945,0.19,1.989,11
1192,1,1,7.5593176,20.75,0.003,-4.347,11
1192,2,1,7.1377034,19.7116985,0.003,-4.347,11
1193,1,1,11.0338812,17.4139996,0.142,-1.818,11
1193,2,1,10.0628538,17.7141476,0.142,-1.818,11
1194,1,1,4.2881927,33.7529984,0.008,-0.425,11
1194,2,1,4.1272583,32.9421082,0.008,-0.425,11
1195,1,1,19.0156517,14.9189997,0.226,-0.339,11
1195,2,1,18.6577778,14.7518692,0.226,-0.339,11
1196,1,1,9.3327446,16.8220005,0.108,-0.925,11
1196,2,1,8.5086594,17.0948162,0.108,-0.925,11
1197,1,1,13.1438179,17.0990009,0.109,0.667,11
1197,2,1,12.2794609,16.9934864,0.109,0.667,11
1198,1,1,6.8275552,20.9449997,0.159,2.933,11
1198,2,1,6.3206525,20.2968235,0.159,2.933,11
1199,1,1,15.023119,15.79,0.212,-0.4,11
1199,2,1,14.3831425,15.7035904,0.212,-0.4,11
1200,1,1,10.169548,18.625,0.016,-0.346,8
1200,2,1,8.8216782,19.7581406,0.016,-0.346,8
1201,1,1,9.9898806,22.6970005,0.134,-0.933,8
1201,2,1,8.8860292,22.6113567,0.134,-0.933,8
1202,1,1,5.3764067,22.1599998,0.178,-3.808,8
1202,2,1,4.8051314,22.0468102,0.178,-3.808,8
1203,1,1,17.7653675,14.8450003,0.198,-0.518,8
1203,2,1,17.0942612,14.947217,0.198,-0.518,8
1204,1,1,9.9436865,18.9769993,0.078,-0.861,8
1204,2,1,8.6623859,20.088562,0.078,-0.861,8
1205,1,1,11.8564796,19.3150005,0.224,1.061,8
1205,2,1,10.5629034,19.9586468,0.224,1.061,8
1206,1,1,5.9964194,22.6229992,0.114,1.67,8
1206,2,1,5.3038073,22.3869381,0.114,1.67,8
1207,1,1,14.1751413,16.1070004,0.124,1.367,8
1207,2,1,13.0423012,16.5520077,0.124,1.367,8
1208,1,1,7.1311893,24.1849995,0.258,2.224,8
1208,2,1,6.3960309,23.5303936,0.258,2.224,8
1209,1,1,11.2164574,20.0020008,0.2,1.191,8
1209,2,1,9.8902187,20.5892544,0.2,1.191,8
1210,1,1,4.6528664,20.4680004,0.285,6.53,8
1210,2,1,4.2189298,20.331543,0.285,6.53,8
1211,1,1,20.2986546,14.2399998,0.158,1.041,8
1211,2,1,19.7758446,14.4277124,0.158,1.041,8
1212,1,1,8.6092281,19.2749996,0.066,0.554,8
1212,2,1,7.5116272,20.1826611,0.066,0.554,8
1213,1,1,13.1145134,14.908,0.063,0.394,8
1213,2,1,11.7113323,16.0863857,0.063,0.394,8
1214,1,1,6.7201467,22.0139999,0.195,-1.782,8
1214,2,1,5.9081421,22.0428219,0.195,-1.782,8
1215,1,1,15.9334631,13.6660004,0.215,1.042,8
1215,2,1,15.007966,14.6368484,0.215,1.042,8
1216,1,1,8.5699806,20.2689991,0.004,-2.765,8
1216,2,1,7.507585,20.8178539,0.004,-2.765,8
1217,1,1,10.4444046,18.9619999,0.121,-1.814,8
1217,2,1,9.2646236,19.2905197,0.121,-1.814,8
1218,1,1,5.0209866,19.5540009,-0.232,-5.309,8
1218,2,1,4.4729476,19.9412231,-0.232,-5.309,8
1219,1,1,17.2195625,15.4519997,0.13,-0.28,8
1219,2,1,16.4937572,15.3336382,0.13,-0.28,8
1220,1,1,9.3053694,17.0079994,0.128,0.715,8
1220,2,1,8.0087662,18.3906975,0.128,0.715,8
1221,1,1,12.5596676,18.8290005,0.011,-1.701,8
1221,2,1,11.395916,19.0614281,0.011,-1.701,8
1222,1,1,6.373754,22.6709995,0.089,0.229,8
1222,2,1,5.6199222,22.6352158,0.089,0.229,8
1223,1,1,14.482708,15.0500002,0.134,0.003,8
1223,2,1,13.3494892,15.7541265,0.134,0.003,8
1224,1,1,7.9339952,20.4389992,-0.217,-1.297,8
1224,2,1,6.9661775,20.9146137,-0.217,-1.297,8
1225,1,1,11.0213947,19.1369991,0.046,-0.483,8
1225,2,1,9.7293978,19.9579811,0.046,-0.483,8
1226,1,1,5.1573629,16.0279999,0.303,-2.91,8
1226,2,1,4.439929,17.5928402,0.303,-2.91,8
1227,1,1,19.5997276,14.2080002,0.236,0.277,8
1227,2,1,19.075676,14.4124174,0.236,0.277,8
1228,1,1,9.0552988,22.8630009,0.167,-1.592,8
1228,2,1,8.0803223,22.4820576,0.167,-1.592,8
1229,1,1,13.2231789,18.4580002,0.15,-1.026,8
1229,2,1,12.0575075,18.4933891,0.15,-1.026,8
1230,1,1,7.1402698,19.9309998,0.048,-1.867,8
1230,2,1,6.2583885,20.4784565,0.048,-1.867,8
1231,1,1,14.7924767,16.4109993,0.17,0.35,8
1231,2,1,13.7870121,16.6026764,0.17,0.35,8
1232,1,1,8.1016226,14.7229996,0.029,-3.414,8
1232,2,1,6.9701238,16.5800896,0.029,-3.414,8
1233,1,1,10.4637451,20.8069992,0.072,-1.608,8
1233,2,1,9.19561,21.1698265,0.072,-1.608,8
1234,1,1,5.5576773,25.9850006,0.035,-0.141,8
1234,2,1,5.0198698,29.0885525,0.035,-0.141,8
1235,1,1,18.4941864,14.757,0.224,-0.96,8
1235,2,1,17.9004269,14.8091841,0.224,-0.96,8
1236,1,1,9.8002701,17.7250004,0.049,-1.356,8
1236,2,1,8.4952488,18.7629852,0.049,-1.356,8
1237,1,1,11.7611313,19.8519993,0.082,-2.719,8
1237,2,1,10.5204525,20.1045494,0.082,-2.719,8
1238,1,1,5.7316461,21.7980003,0.015,-1.634,8
1238,2,1,5.0553341,21.7625504,0.015,-1.634,8
1239,1,1,13.8616714,17.2360001,0.151,1.086,8
1239,2,1,12.7463188,17.31954,0.151,1.086,8
1240,1,1,7.1300316,21.9060001,-0.011,-3.487,8
1240,2,1,6.3506742,21.6899338,-0.011,-3.487,8
1241,1,1,11.6745949,17.2360001,0.038,-1.557,8
1241,2,1,10.2477856,18.1511002,0.038,-1.557,8
1242,1,1,4.6728139,30.1609993,-0.113,-2.801,8
1242,2,1,4.3507485,30.8183689,-0.113,-2.801,8
1243,1,1,23.2806091,16.1030006,0.163,0.511,8
1243,2,1,22.9551525,15.555315,0.163,0.511,8
1244,1,1,8.9559288,21.5090008,0.05,0.262,8
1244,2,1,7.9543538,21.4163094,0.05,0.262,8
1245,1,1,12.7548018,14.158,0.17,0.538,8
1245,2,1,11.3585577,15.6656532,0.17,0.538,8
1246,1,1,6.4087734,24.0060005,0.282,-0.199,8
1246,2,1,5.7300429,23.37644,0.282,-0.199,8
1247,1,1,16.0213547,15.4729996,0.16,1.125,8
1247,2,1,15.1999407,15.4955578,0.16,1.125,8
1248,1,1,8.1379633,18.3439999,0.249,-1.15,8
1248,2,1,7.0981836,19.2325172,0.249,-1.15,8
1249,1,1,10.6126881,18.3659992,0.22,-0.463,8
1249,2,1,9.3253393,19.0235767,0.22,-0.463,8
1250,1,1,5.1124749,25.3129997,0.208,-4.454,8
1250,2,1,4.6556206,23.8786659,0.208,-4.454,8
1251,1,1,16.763607,13.8479996,0.161,0.397,8
1251,2,1,15.9730577,14.4390926,0.161,0.397,8
1252,1,1,9.4850054,20.7369995,0.179,0.913,8
1252,2,1,8.2827835,21.3666401,0.179,0.913,8
1253,1,1,12.1629038,18.0650005,0.27,0.225,8
1253,2,1,10.795763,18.6764965,0.27,0.225,8
1254,1,1,6.2147923,18.7520008,0.105,0.375,8
1254,2,1,5.4185934,19.384491,0.105,0.375,8
1255,1,1,14.3824453,18.4379997,0.12,-2.087,8
1255,2,1,13.4258518,17.9896088,0.12,-2.087,8
1256,1,1,7.6270189,18.9909992,0.376,-1.093,8
1256,2,1,6.5719562,19.9272575,0.376,-1.093,8
1257,1,1,10.7904339,20.8710003,0.145,-3.203,8
1257,2,1,9.6394997,21.0137482,0.145,-3.203,8
1258,1,1,4.2566481,25.3099995,-0.217,3.964,8
1258,2,1,3.8496494,28.8301258,-0.217,3.964,8
1259,1,1,18.6639709,14.9580002,0.272,0.271,8
1259,2,1,18.0769272,14.9429884,0.272,0.271,8
1260,1,1,9.0542583,16.4790001,0.187,1.808,8
1260,2,1,7.7646351,18.1130619,0.187,1.808,8
1261,1,1,13.0940561,16.7880001,0.109,0.01,8
1261,2,1,11.810607,17.4625835,0.109,0.01,8
1262,1,1,6.9682817,19.3610001,0.111,1.187,8
1262,2,1,6.0448523,20.3417892,0.111,1.187,8
1263,1,1,15.2236748,17.7810001,0.171,-0.334,8
1263,2,1,14.341795,17.4374313,0.171,-0.334,8
1264,1,1,8.2070265,21.0709991,0.158,-1.271,8
1264,2,1,7.1942787,21.4811764,0.158,-1.271,8
1265,1,1,10.0370932,15.7910004,0.096,-0.507,8
1265,2,1,8.5303144,17.6903324,0.096,-0.507,8
1266,1,1,5.4832087,18.0690002,0.361,3.902,8
1266,2,1,4.7827835,18.994915,0.361,3.902,8
1267,1,1,17.4047356,14.0950003,0.158,0.421,8
1267,2,1,16.6386337,14.5660648,0.158,0.421,8
1268,1,1,9.9118309,18.2259998,0.153,-1.321,8
1268,2,1,8.5631456,19.3057995,0.153,-1.321,8
1269,1,1,11.8527899,17.9500008,0.282,-0.122,8
1269,2,1,10.5208349,18.5234528,0.282,-0.122,8
1270,1,1,6.0524898,18.8980007,0.145,-0.773,8
1270,2,1,5.2325983,20.0809727,0.145,-0.773,8
1271,1,1,13.8076687,15.2910004,0.168,0.078,8
1271,2,1,12.5934105,16.17342,0.168,0.078,8
1272,1,1,7.4790645,20.7929993,0.115,-0.096,8
1272,2,1,6.5254517,21.2919102,0.115,-0.096,8
1273,1,1,11.4249306,17.8080006,0.048,-0.482,8
1273,2,1,9.9402676,18.7488117,0.048,-0.482,8
1274,1,1,4.6546335,36.9189987,0.412,1.321,8
1274,2,1,4.4133968,35.6951103,0.412,1.321,8
1275,1,1,21.8749771,14.698,0.13,0.58,8
1275,2,1,21.4513779,14.6008682,0.13,0.58,8
1276,1,1,8.8043785,20.3740005,0.086,-2.69,8
1276,2,1,7.7367668,20.8470211,0.086,-2.69,8
1277,1,1,13.1042147,17.6790009,0.092,0.485,8
1277,2,1,11.9190865,17.7832012,0.092,0.485,8
1278,1,1,6.7948575,22.0209999,-0.036,-1.607,8
1278,2,1,6.025454,21.9139061,-0.036,-1.607,8
1279,1,1,16.0748672,17.3320007,0.156,-0.897,8
1279,2,1,15.3455334,16.8024139,0.156,-0.897,8
1280,1,1,8.2989988,19.868,0.245,1.345,8
1280,2,1,7.3989515,20.2828617,0.245,1.345,8
1281,1,1,10.769002,22.1580009,0.037,0.178,8
1281,2,1,9.5580044,21.9858532,0.037,0.178,8
1282,1,1,5.2684188,24.0230007,-0.084,0.417,8
1282,2,1,4.7076035,23.0515022,-0.084,0.417,8
1283,1,1,17.2505493,17.1469994,0.159,-0.349,8
1283,2,1,16.633215,16.5180798,0.159,-0.349,8
1284,1,1,9.4301872,16.4279995,0.141,-1.468,8
1284,2,1,8.1679993,17.8584232,0.141,-1.468,8
1285,1,1,12.3474169,17.1539993,0.215,-0.214,8
